Small Molecule HMS LINCS ID,Small Molecule Name,Cell Line HMS LINCS ID,Cell Line Name,Drug Concentration,Conc Unit,Cell Count,Relative Cell Count,Relative Growth,Replicate,Experiment Date
,,50058-3,MDA-MB-231,,,1225,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1103,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1144,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1272,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1279,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1335,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1382,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1364,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1303,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1362,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1292,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1397,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1300,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1367,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1274,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1273,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1299,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1275,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1270,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1246,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1359,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1312,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1380,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1327,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1263,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1047,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1100,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1294,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1478,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1411,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1264,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1227,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1220,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1249,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1280,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1329,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1329,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1239,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1227,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1291,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1261,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1288,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1303,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1362,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1237,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1258,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1235,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1253,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1200,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1032,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1139,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1266,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1361,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1156,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1346,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1319,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1297,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1343,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1453,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1321,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1360,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1300,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1394,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1287,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1337,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1308,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1363,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1312,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1412,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1342,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1251,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1222,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1246,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1061,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,937,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1152,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1177,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1326,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1236,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1303,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1334,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1335,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1366,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1351,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1322,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1422,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1319,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1367,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1433,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1332,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1468,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1421,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1425,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1285,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1331,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1361,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1281,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1118,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1117,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1194,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1088,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1307,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1389,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1363,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1379,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1412,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1417,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1332,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1362,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1469,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1416,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1326,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1381,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1398,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1376,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1370,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1331,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1384,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1320,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1383,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1273,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1123,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,982,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1336,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1177,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1432,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1397,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1352,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1420,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1358,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1404,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1398,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1416,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1418,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1642,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1409,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1502,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1544,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1434,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1393,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1469,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1437,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1361,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1256,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1290,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1173,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1171,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1263,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1263,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1375,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1345,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1462,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1492,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1337,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1547,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1359,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1474,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1504,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1641,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1564,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1414,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1503,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1483,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1433,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1352,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1357,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1351,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1360,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1337,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,990,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1125,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1298,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1250,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1272,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1290,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1338,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1307,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1322,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1280,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1404,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1482,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1443,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1326,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1413,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1460,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1472,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1367,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1365,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1392,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1403,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1222,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1302,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1129,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1161,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1289,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1287,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1359,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1389,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1382,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1499,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1445,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1438,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1453,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1430,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1525,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1524,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1514,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1447,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1502,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1503,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1424,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1476,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1273,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1386,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1292,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1232,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1247,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1022,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1179,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1346,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1478,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1355,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1301,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1400,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1379,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1324,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1414,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1413,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1462,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1492,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1585,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1504,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1492,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1494,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1357,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1464,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1377,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1379,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1333,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1286,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1213,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1101,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1210,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1276,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1343,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1338,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1373,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1389,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1455,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1254,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1260,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1382,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1333,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1373,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1471,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1326,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1348,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1548,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1323,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1374,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1290,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1313,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1217,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1215,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1254,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,1227,,,0,2014-03-19
,,50058-3,MDA-MB-231,,,4500,,,1,2014-03-19
,,50058-3,MDA-MB-231,,,5039,,,1,2014-03-19
,,50058-3,MDA-MB-231,,,4692,,,1,2014-03-19
,,50058-3,MDA-MB-231,,,4286,,,1,2014-03-19
,,50058-3,MDA-MB-231,,,4465,,,1,2014-03-19
,,50058-3,MDA-MB-231,,,4737,,,1,2014-03-19
,,50058-3,MDA-MB-231,,,4808,,,1,2014-03-19
,,50058-3,MDA-MB-231,,,4896,,,1,2014-03-19
,,50058-3,MDA-MB-231,,,4884,,,1,2014-03-19
,,50058-3,MDA-MB-231,,,4590,,,1,2014-03-19
,,50058-3,MDA-MB-231,,,4963,,,1,2014-03-19
,,50058-3,MDA-MB-231,,,4959,,,1,2014-03-19
,,50058-3,MDA-MB-231,,,5336,,,1,2014-03-19
,,50058-3,MDA-MB-231,,,5034,,,1,2014-03-19
,,50058-3,MDA-MB-231,,,4983,,,1,2014-03-19
,,50058-3,MDA-MB-231,,,5031,,,1,2014-03-19
,,50058-3,MDA-MB-231,,,5042,,,1,2014-03-19
,,50058-3,MDA-MB-231,,,5249,,,1,2014-03-19
,,50058-3,MDA-MB-231,,,4503,,,1,2014-03-19
,,50058-3,MDA-MB-231,,,5060,,,1,2014-03-19
,,50058-3,MDA-MB-231,,,5036,,,1,2014-03-19
,,50058-3,MDA-MB-231,,,5109,,,1,2014-03-19
,,50058-3,MDA-MB-231,,,5379,,,1,2014-03-19
,,50058-3,MDA-MB-231,,,4752,,,1,2014-03-19
,,50058-3,MDA-MB-231,,,4408,,,2,2014-03-19
,,50058-3,MDA-MB-231,,,4794,,,2,2014-03-19
,,50058-3,MDA-MB-231,,,4973,,,2,2014-03-19
,,50058-3,MDA-MB-231,,,4674,,,2,2014-03-19
,,50058-3,MDA-MB-231,,,4957,,,2,2014-03-19
,,50058-3,MDA-MB-231,,,4863,,,2,2014-03-19
,,50058-3,MDA-MB-231,,,4957,,,2,2014-03-19
,,50058-3,MDA-MB-231,,,4608,,,2,2014-03-19
,,50058-3,MDA-MB-231,,,4929,,,2,2014-03-19
,,50058-3,MDA-MB-231,,,4835,,,2,2014-03-19
,,50058-3,MDA-MB-231,,,4802,,,2,2014-03-19
,,50058-3,MDA-MB-231,,,5146,,,2,2014-03-19
,,50058-3,MDA-MB-231,,,5111,,,2,2014-03-19
,,50058-3,MDA-MB-231,,,5372,,,2,2014-03-19
,,50058-3,MDA-MB-231,,,4703,,,2,2014-03-19
,,50058-3,MDA-MB-231,,,5024,,,2,2014-03-19
,,50058-3,MDA-MB-231,,,4976,,,2,2014-03-19
,,50058-3,MDA-MB-231,,,5011,,,2,2014-03-19
,,50058-3,MDA-MB-231,,,5086,,,2,2014-03-19
,,50058-3,MDA-MB-231,,,5089,,,2,2014-03-19
,,50058-3,MDA-MB-231,,,4258,,,2,2014-03-19
,,50058-3,MDA-MB-231,,,4928,,,2,2014-03-19
,,50058-3,MDA-MB-231,,,4773,,,2,2014-03-19
,,50058-3,MDA-MB-231,,,4550,,,2,2014-03-19
,,50058-3,MDA-MB-231,,,4466,,,3,2014-03-19
,,50058-3,MDA-MB-231,,,5052,,,3,2014-03-19
,,50058-3,MDA-MB-231,,,5022,,,3,2014-03-19
,,50058-3,MDA-MB-231,,,4686,,,3,2014-03-19
,,50058-3,MDA-MB-231,,,5270,,,3,2014-03-19
,,50058-3,MDA-MB-231,,,5209,,,3,2014-03-19
,,50058-3,MDA-MB-231,,,5278,,,3,2014-03-19
,,50058-3,MDA-MB-231,,,4512,,,3,2014-03-19
,,50058-3,MDA-MB-231,,,5190,,,3,2014-03-19
,,50058-3,MDA-MB-231,,,5056,,,3,2014-03-19
,,50058-3,MDA-MB-231,,,5253,,,3,2014-03-19
,,50058-3,MDA-MB-231,,,4766,,,3,2014-03-19
,,50058-3,MDA-MB-231,,,5016,,,3,2014-03-19
,,50058-3,MDA-MB-231,,,5104,,,3,2014-03-19
,,50058-3,MDA-MB-231,,,5319,,,3,2014-03-19
,,50058-3,MDA-MB-231,,,5222,,,3,2014-03-19
,,50058-3,MDA-MB-231,,,5342,,,3,2014-03-19
,,50058-3,MDA-MB-231,,,5099,,,3,2014-03-19
,,50058-3,MDA-MB-231,,,5143,,,3,2014-03-19
,,50058-3,MDA-MB-231,,,5231,,,3,2014-03-19
,,50058-3,MDA-MB-231,,,4618,,,3,2014-03-19
,,50058-3,MDA-MB-231,,,5038,,,3,2014-03-19
,,50058-3,MDA-MB-231,,,4839,,,3,2014-03-19
,,50058-3,MDA-MB-231,,,4901,,,3,2014-03-19
,,50058-3,MDA-MB-231,,,571,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,715,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,598,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,724,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,745,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,792,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,762,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,827,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,803,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,837,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,714,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,745,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,828,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,652,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,685,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,706,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,617,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,744,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,674,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,727,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,691,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,581,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,571,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,526,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,608,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,790,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,760,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,838,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,719,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,807,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,711,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,832,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,829,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,840,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,856,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,861,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,890,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,828,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,779,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,807,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,810,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,757,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,812,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,769,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,716,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,802,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,689,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,636,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,855,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,889,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,950,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,954,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,1014,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,988,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,937,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,960,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,864,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,972,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,924,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,930,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,839,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,992,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,950,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,934,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,886,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,872,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,897,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,838,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,844,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,846,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,692,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,667,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,788,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,795,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,921,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,966,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,922,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,1051,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,999,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,889,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,918,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,937,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,941,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,1023,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,938,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,925,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,891,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,912,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,992,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,905,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,873,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,920,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,955,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,947,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,819,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,687,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,750,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,866,,,0,2014-04-01
,,50058-3,MDA-MB-231,,,906,,,0,2014-04-01
