Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Timepoint,Timepoint Unit,Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Relative Cell Count,Mean Normalized Growth Rate Inhibition Value
50105-3,BT-20,10020-101-1,Dasatinib,1.11,uM,LJP5,72,hr,1334,1468,4033,0.3637,0.0598
50105-3,BT-20,10020-101-1,Dasatinib,1.11,uM,LJP6,72,hr,1334,1333,3925,0.3397,-0.0012
50105-3,BT-20,10020-101-1,Dasatinib,3.33,uM,LJP5,72,hr,1334,1308,4033,0.3243,-0.0133
50105-3,BT-20,10020-101-1,Dasatinib,3.33,uM,LJP6,72,hr,1334,988,3925,0.2517,-0.1768
50105-3,BT-20,10020-101-1,Dasatinib,10,uM,LJP5,72,hr,1334,1091,4033,0.2706,-0.1190
50105-3,BT-20,10020-101-1,Dasatinib,10,uM,LJP6,72,hr,1334,781,3925,0.1994,-0.2940
50105-3,BT-20,10021-101-1,Tozasertib,0.04,uM,LJP5,72,hr,1334,1945,4033,0.4813,0.2619
50105-3,BT-20,10021-101-1,Tozasertib,0.12,uM,LJP5,72,hr,1334,1220,4033,0.3023,-0.0557
50105-3,BT-20,10021-101-1,Tozasertib,0.37,uM,LJP5,72,hr,1334,1075,4033,0.2664,-0.1276
50105-3,BT-20,10021-101-1,Tozasertib,1.11,uM,LJP5,72,hr,1334,1003,4033,0.2488,-0.1640
50105-3,BT-20,10021-101-1,Tozasertib,3.33,uM,LJP5,72,hr,1334,1025,4033,0.2543,-0.1525
50105-3,BT-20,10021-101-1,Tozasertib,10,uM,LJP5,72,hr,1334,1048,4033,0.2601,-0.1404
50105-3,BT-20,10023-103-1,Imatinib,0.04,uM,LJP6,72,hr,1334,3830,3925,0.9763,0.9672
50105-3,BT-20,10023-103-1,Imatinib,0.12,uM,LJP6,72,hr,1334,3727,3925,0.9501,0.9337
50105-3,BT-20,10023-103-1,Imatinib,0.37,uM,LJP6,72,hr,1334,3798,3925,0.9679,0.9581
50105-3,BT-20,10023-103-1,Imatinib,1.11,uM,LJP6,72,hr,1334,3868,3925,0.9861,0.9803
50105-3,BT-20,10023-103-1,Imatinib,3.33,uM,LJP6,72,hr,1334,3926,3925,1.0004,1.0006
50105-3,BT-20,10023-103-1,Imatinib,10,uM,LJP6,72,hr,1334,4052,3925,1.0322,1.0408
50105-3,BT-20,10024-101-1,NVP-TAE684,0.04,uM,LJP6,72,hr,1334,4079,3925,1.0389,1.0492
50105-3,BT-20,10024-101-1,NVP-TAE684,0.12,uM,LJP6,72,hr,1334,3094,3925,0.7881,0.7161
50105-3,BT-20,10024-101-1,NVP-TAE684,0.37,uM,LJP6,72,hr,1334,4149,3925,1.0569,1.0722
50105-3,BT-20,10024-101-1,NVP-TAE684,1.11,uM,LJP6,72,hr,1334,3862,3925,0.9835,0.9778
50105-3,BT-20,10024-101-1,NVP-TAE684,3.33,uM,LJP6,72,hr,1334,3300,3925,0.8406,0.7870
50105-3,BT-20,10024-101-1,NVP-TAE684,10,uM,LJP6,72,hr,1334,2404,3925,0.6130,0.4581
50105-3,BT-20,10025-101-1,CGP60474,0.04,uM,LJP5,72,hr,1334,3530,4033,0.8754,0.8398
50105-3,BT-20,10025-101-1,CGP60474,0.04,uM,LJP6,72,hr,1334,782,3925,0.1992,-0.2908
50105-3,BT-20,10025-101-1,CGP60474,0.12,uM,LJP5,72,hr,1334,843,4033,0.2092,-0.2502
50105-3,BT-20,10025-101-1,CGP60474,0.12,uM,LJP6,72,hr,1334,531,3925,0.1353,-0.4470
50105-3,BT-20,10025-101-1,CGP60474,0.37,uM,LJP5,72,hr,1334,410,4033,0.1017,-0.5232
50105-3,BT-20,10025-101-1,CGP60474,0.37,uM,LJP6,72,hr,1334,508,3925,0.1296,-0.4623
50105-3,BT-20,10025-101-1,CGP60474,1.11,uM,LJP5,72,hr,1334,439,4033,0.1089,-0.5020
50105-3,BT-20,10025-101-1,CGP60474,1.11,uM,LJP6,72,hr,1334,397,3925,0.1012,-0.5410
50105-3,BT-20,10025-101-1,CGP60474,3.33,uM,LJP5,72,hr,1334,367,4033,0.0912,-0.5545
50105-3,BT-20,10025-101-1,CGP60474,3.33,uM,LJP6,72,hr,1334,295,3925,0.0753,-0.6212
50105-3,BT-20,10025-101-1,CGP60474,10,uM,LJP5,72,hr,1334,330,4033,0.0819,-0.5837
50105-3,BT-20,10025-101-1,CGP60474,10,uM,LJP6,72,hr,1334,278,3925,0.0711,-0.6374
50105-3,BT-20,10026-101-1,PD173074,0.04,uM,LJP6,72,hr,1334,4140,3925,1.0546,1.0686
50105-3,BT-20,10026-101-1,PD173074,0.12,uM,LJP6,72,hr,1334,3979,3925,1.0138,1.0169
50105-3,BT-20,10026-101-1,PD173074,0.37,uM,LJP6,72,hr,1334,4069,3925,1.0367,1.0465
50105-3,BT-20,10026-101-1,PD173074,1.11,uM,LJP6,72,hr,1334,4322,3925,1.1010,1.1265
50105-3,BT-20,10026-101-1,PD173074,3.33,uM,LJP6,72,hr,1334,4437,3925,1.1302,1.1624
50105-3,BT-20,10026-101-1,PD173074,10,uM,LJP6,72,hr,1334,2948,3925,0.7512,0.6640
50105-3,BT-20,10027-101-1,Crizotinib,0.04,uM,LJP5,72,hr,1334,3325,4033,0.8245,0.7716
50105-3,BT-20,10027-101-1,Crizotinib,0.12,uM,LJP5,72,hr,1334,3808,4033,0.9443,0.9295
50105-3,BT-20,10027-101-1,Crizotinib,0.37,uM,LJP5,72,hr,1334,3429,4033,0.8502,0.8064
50105-3,BT-20,10027-101-1,Crizotinib,1.11,uM,LJP5,72,hr,1334,3151,4033,0.7812,0.7127
50105-3,BT-20,10027-101-1,Crizotinib,3.33,uM,LJP5,72,hr,1334,2309,4033,0.5722,0.4089
50105-3,BT-20,10027-101-1,Crizotinib,10,uM,LJP5,72,hr,1334,1070,4033,0.2653,-0.1298
50105-3,BT-20,10028-102-1,BMS345541,0.04,uM,LJP6,72,hr,1334,4026,3925,1.0253,1.0310
50105-3,BT-20,10028-102-1,BMS345541,0.12,uM,LJP6,72,hr,1334,3799,3925,0.9679,0.9580
50105-3,BT-20,10028-102-1,BMS345541,0.37,uM,LJP6,72,hr,1334,3830,3925,0.9755,0.9671
50105-3,BT-20,10028-102-1,BMS345541,1.11,uM,LJP6,72,hr,1334,3750,3925,0.9553,0.9416
50105-3,BT-20,10028-102-1,BMS345541,3.33,uM,LJP6,72,hr,1334,3479,3925,0.8862,0.8489
50105-3,BT-20,10028-102-1,BMS345541,10,uM,LJP6,72,hr,1334,1747,3925,0.4452,0.1858
50105-3,BT-20,10031-101-1,KIN001-043,0.04,uM,LJP6,72,hr,1334,3878,3925,0.9882,0.9848
50105-3,BT-20,10031-101-1,KIN001-043,0.12,uM,LJP6,72,hr,1334,3691,3925,0.9407,0.9223
50105-3,BT-20,10031-101-1,KIN001-043,0.37,uM,LJP6,72,hr,1334,3439,3925,0.8764,0.8362
50105-3,BT-20,10031-101-1,KIN001-043,1.11,uM,LJP6,72,hr,1334,3446,3925,0.8782,0.8392
50105-3,BT-20,10031-101-1,KIN001-043,3.33,uM,LJP6,72,hr,1334,3836,3925,0.9775,0.9710
50105-3,BT-20,10031-101-1,KIN001-043,10,uM,LJP6,72,hr,1334,3001,3925,0.7646,0.6826
50105-3,BT-20,10032-101-1,Saracatinib,0.04,uM,LJP6,72,hr,1334,3861,3925,0.9836,0.9786
50105-3,BT-20,10032-101-1,Saracatinib,0.12,uM,LJP6,72,hr,1334,3738,3925,0.9522,0.9370
50105-3,BT-20,10032-101-1,Saracatinib,0.37,uM,LJP6,72,hr,1334,3628,3925,0.9240,0.9002
50105-3,BT-20,10032-101-1,Saracatinib,1.11,uM,LJP6,72,hr,1334,3485,3925,0.8881,0.8530
50105-3,BT-20,10032-101-1,Saracatinib,3.33,uM,LJP6,72,hr,1334,3169,3925,0.8075,0.7421
50105-3,BT-20,10032-101-1,Saracatinib,10,uM,LJP6,72,hr,1334,2063,3925,0.5256,0.3221
50105-3,BT-20,10035-101-1,Sigma A6730,0.04,uM,LJP5,72,hr,1334,3511,4033,0.8701,0.8320
50105-3,BT-20,10035-101-1,Sigma A6730,0.12,uM,LJP5,72,hr,1334,3482,4033,0.8627,0.8219
50105-3,BT-20,10035-101-1,Sigma A6730,0.37,uM,LJP5,72,hr,1334,3862,4033,0.9574,0.9457
50105-3,BT-20,10035-101-1,Sigma A6730,1.11,uM,LJP5,72,hr,1334,3519,4033,0.8723,0.8356
50105-3,BT-20,10035-101-1,Sigma A6730,3.33,uM,LJP5,72,hr,1334,3624,4033,0.8979,0.8680
50105-3,BT-20,10035-101-1,Sigma A6730,10,uM,LJP5,72,hr,1334,1867,4033,0.4625,0.2321
50105-3,BT-20,10039-101-1,WH-4-025,0.04,uM,LJP5,72,hr,1334,3860,4033,0.9581,0.9467
50105-3,BT-20,10039-101-1,WH-4-025,0.12,uM,LJP5,72,hr,1334,3131,4033,0.7765,0.7057
50105-3,BT-20,10039-101-1,WH-4-025,0.37,uM,LJP5,72,hr,1334,2805,4033,0.6962,0.5935
50105-3,BT-20,10039-101-1,WH-4-025,1.11,uM,LJP5,72,hr,1334,2011,4033,0.4994,0.2936
50105-3,BT-20,10039-101-1,WH-4-025,3.33,uM,LJP5,72,hr,1334,1841,4033,0.4574,0.2239
50105-3,BT-20,10039-101-1,WH-4-025,10,uM,LJP5,72,hr,1334,676,4033,0.1677,-0.3473
50105-3,BT-20,10040-101-1,R406,0.04,uM,LJP6,72,hr,1334,3713,3925,0.9469,0.9237
50105-3,BT-20,10040-101-1,R406,0.12,uM,LJP6,72,hr,1334,3639,3925,0.9278,0.9015
50105-3,BT-20,10040-101-1,R406,0.37,uM,LJP6,72,hr,1334,3747,3925,0.9554,0.9390
50105-3,BT-20,10040-101-1,R406,1.11,uM,LJP6,72,hr,1334,3852,3925,0.9821,0.9718
50105-3,BT-20,10040-101-1,R406,3.33,uM,LJP6,72,hr,1334,4100,3925,1.0450,1.0570
50105-3,BT-20,10040-101-1,R406,10,uM,LJP6,72,hr,1334,3284,3925,0.8368,0.7830
50105-3,BT-20,10041-101-1,BI-2536,0.04,uM,LJP6,72,hr,1334,687,3925,0.1751,-0.3472
50105-3,BT-20,10041-101-1,BI-2536,0.12,uM,LJP6,72,hr,1334,574,3925,0.1464,-0.4181
50105-3,BT-20,10041-101-1,BI-2536,0.37,uM,LJP6,72,hr,1334,624,3925,0.1589,-0.3868
50105-3,BT-20,10041-101-1,BI-2536,1.11,uM,LJP6,72,hr,1334,688,3925,0.1754,-0.3465
50105-3,BT-20,10041-101-1,BI-2536,3.33,uM,LJP6,72,hr,1334,769,3925,0.1959,-0.2984
50105-3,BT-20,10041-101-1,BI-2536,10,uM,LJP6,72,hr,1334,716,3925,0.1825,-0.3297
50105-3,BT-20,10045-101-1,A443654,0.04,uM,LJP6,72,hr,1334,3139,3925,0.7998,0.7316
50105-3,BT-20,10045-101-1,A443654,0.12,uM,LJP6,72,hr,1334,2994,3925,0.7629,0.6805
50105-3,BT-20,10045-101-1,A443654,0.37,uM,LJP6,72,hr,1334,2004,3925,0.5108,0.2985
50105-3,BT-20,10045-101-1,A443654,1.11,uM,LJP6,72,hr,1334,1361,3925,0.3468,0.0126
50105-3,BT-20,10045-101-1,A443654,3.33,uM,LJP6,72,hr,1334,809,3925,0.2063,-0.2747
50105-3,BT-20,10045-101-1,A443654,10,uM,LJP6,72,hr,1334,232,3925,0.0593,-0.6746
50105-3,BT-20,10046-101-1,SB590885,0.04,uM,LJP5,72,hr,1334,4237,4033,1.0506,1.0628
50105-3,BT-20,10046-101-1,SB590885,0.12,uM,LJP5,72,hr,1334,4065,4033,1.0084,1.0105
50105-3,BT-20,10046-101-1,SB590885,0.37,uM,LJP5,72,hr,1334,4088,4033,1.0142,1.0178
50105-3,BT-20,10046-101-1,SB590885,1.11,uM,LJP5,72,hr,1334,3956,4033,0.9810,0.9762
50105-3,BT-20,10046-101-1,SB590885,3.33,uM,LJP5,72,hr,1334,4161,4033,1.0319,1.0398
50105-3,BT-20,10046-101-1,SB590885,10,uM,LJP5,72,hr,1334,3603,4033,0.8936,0.8639
50105-3,BT-20,10047-101-1,Pictilisib,0.04,uM,LJP6,72,hr,1334,3004,3925,0.7659,0.6822
50105-3,BT-20,10047-101-1,Pictilisib,0.12,uM,LJP6,72,hr,1334,2983,3925,0.7607,0.6726
50105-3,BT-20,10047-101-1,Pictilisib,0.37,uM,LJP6,72,hr,1334,2996,3925,0.7639,0.6790
50105-3,BT-20,10047-101-1,Pictilisib,1.11,uM,LJP6,72,hr,1334,2431,3925,0.6199,0.4672
50105-3,BT-20,10047-101-1,Pictilisib,3.33,uM,LJP6,72,hr,1334,1726,3925,0.4400,0.1787
50105-3,BT-20,10047-101-1,Pictilisib,10,uM,LJP6,72,hr,1334,1307,3925,0.3333,-0.0146
50105-3,BT-20,10048-101-1,PD184352,0.04,uM,LJP5,72,hr,1334,4104,4033,1.0175,1.0213
50105-3,BT-20,10048-101-1,PD184352,0.12,uM,LJP5,72,hr,1334,4129,4033,1.0245,1.0311
50105-3,BT-20,10048-101-1,PD184352,0.37,uM,LJP5,72,hr,1334,4079,4033,1.0116,1.0145
50105-3,BT-20,10048-101-1,PD184352,1.11,uM,LJP5,72,hr,1334,3994,4033,0.9907,0.9885
50105-3,BT-20,10048-101-1,PD184352,3.33,uM,LJP5,72,hr,1334,3902,4033,0.9682,0.9601
50105-3,BT-20,10048-101-1,PD184352,10,uM,LJP5,72,hr,1334,1519,4033,0.3771,0.0850
50105-3,BT-20,10049-101-1,PLX-4720,0.04,uM,LJP5,72,hr,1334,4142,4033,1.0270,1.0337
50105-3,BT-20,10049-101-1,PLX-4720,0.12,uM,LJP5,72,hr,1334,4044,4033,1.0039,1.0049
50105-3,BT-20,10049-101-1,PLX-4720,0.37,uM,LJP5,72,hr,1334,4021,4033,0.9973,0.9969
50105-3,BT-20,10049-101-1,PLX-4720,1.11,uM,LJP5,72,hr,1334,3897,4033,0.9674,0.9593
50105-3,BT-20,10049-101-1,PLX-4720,3.33,uM,LJP5,72,hr,1334,3389,4033,0.8410,0.7946
50105-3,BT-20,10049-101-1,PLX-4720,10,uM,LJP5,72,hr,1334,2460,4033,0.6103,0.4672
50105-3,BT-20,10051-104-1,Lapatinib,0.04,uM,LJP6,72,hr,1334,3647,3925,0.9291,0.9078
50105-3,BT-20,10051-104-1,Lapatinib,0.12,uM,LJP6,72,hr,1334,3995,3925,1.0177,1.0226
50105-3,BT-20,10051-104-1,Lapatinib,0.37,uM,LJP6,72,hr,1334,3896,3925,0.9925,0.9898
50105-3,BT-20,10051-104-1,Lapatinib,1.11,uM,LJP6,72,hr,1334,4110,3925,1.0473,1.0603
50105-3,BT-20,10051-104-1,Lapatinib,3.33,uM,LJP6,72,hr,1334,4171,3925,1.0627,1.0794
50105-3,BT-20,10051-104-1,Lapatinib,10,uM,LJP6,72,hr,1334,3645,3925,0.9287,0.9070
50105-3,BT-20,10052-101-1,Sirolimus,0.04,uM,LJP6,72,hr,1334,2522,3925,0.6426,0.5052
50105-3,BT-20,10052-101-1,Sirolimus,0.12,uM,LJP6,72,hr,1334,2412,3925,0.6147,0.4628
50105-3,BT-20,10052-101-1,Sirolimus,0.37,uM,LJP6,72,hr,1334,2491,3925,0.6348,0.4932
50105-3,BT-20,10052-101-1,Sirolimus,1.11,uM,LJP6,72,hr,1334,2459,3925,0.6266,0.4811
50105-3,BT-20,10052-101-1,Sirolimus,3.33,uM,LJP6,72,hr,1334,2448,3925,0.6238,0.4768
50105-3,BT-20,10052-101-1,Sirolimus,10,uM,LJP6,72,hr,1334,2748,3925,0.7002,0.5907
50105-3,BT-20,10053-101-1,ZSTK474,0.04,uM,LJP6,72,hr,1334,3845,3925,0.9790,0.9708
50105-3,BT-20,10053-101-1,ZSTK474,0.12,uM,LJP6,72,hr,1334,3917,3925,0.9979,0.9970
50105-3,BT-20,10053-101-1,ZSTK474,0.37,uM,LJP6,72,hr,1334,3685,3925,0.9387,0.9199
50105-3,BT-20,10053-101-1,ZSTK474,1.11,uM,LJP6,72,hr,1334,2264,3925,0.5775,0.4007
50105-3,BT-20,10053-101-1,ZSTK474,3.33,uM,LJP6,72,hr,1334,1881,3925,0.4788,0.2411
50105-3,BT-20,10053-101-1,ZSTK474,10,uM,LJP6,72,hr,1334,1209,3925,0.3079,-0.0618
50105-3,BT-20,10055-101-1,BX-912,0.04,uM,LJP5,72,hr,1334,3739,4033,0.9270,0.9067
50105-3,BT-20,10055-101-1,BX-912,0.12,uM,LJP5,72,hr,1334,3931,4033,0.9751,0.9688
50105-3,BT-20,10055-101-1,BX-912,0.37,uM,LJP5,72,hr,1334,3753,4033,0.9289,0.9058
50105-3,BT-20,10055-101-1,BX-912,1.11,uM,LJP5,72,hr,1334,3950,4033,0.9794,0.9736
50105-3,BT-20,10055-101-1,BX-912,3.33,uM,LJP5,72,hr,1334,3578,4033,0.8876,0.8559
50105-3,BT-20,10055-101-1,BX-912,10,uM,LJP5,72,hr,1334,1886,4033,0.4682,0.2426
50105-3,BT-20,10056-101-1,Selumetinib,0.04,uM,LJP6,72,hr,1334,4411,3925,1.1235,1.1545
50105-3,BT-20,10056-101-1,Selumetinib,0.12,uM,LJP6,72,hr,1334,4277,3925,1.0894,1.1122
50105-3,BT-20,10056-101-1,Selumetinib,0.37,uM,LJP6,72,hr,1334,3848,3925,0.9801,0.9729
50105-3,BT-20,10056-101-1,Selumetinib,1.11,uM,LJP6,72,hr,1334,3880,3925,0.9882,0.9838
50105-3,BT-20,10056-101-1,Selumetinib,3.33,uM,LJP6,72,hr,1334,3760,3925,0.9577,0.9444
50105-3,BT-20,10056-101-1,Selumetinib,10,uM,LJP6,72,hr,1334,4027,3925,1.0259,1.0325
50105-3,BT-20,10057-102-1,MK2206,0.04,uM,LJP6,72,hr,1334,4075,3925,1.0379,1.0476
50105-3,BT-20,10057-102-1,MK2206,0.12,uM,LJP6,72,hr,1334,3952,3925,1.0066,1.0069
50105-3,BT-20,10057-102-1,MK2206,0.37,uM,LJP6,72,hr,1334,3358,3925,0.8553,0.8083
50105-3,BT-20,10057-102-1,MK2206,1.11,uM,LJP6,72,hr,1334,3232,3925,0.8234,0.7649
50105-3,BT-20,10057-102-1,MK2206,3.33,uM,LJP6,72,hr,1334,2979,3925,0.7587,0.6728
50105-3,BT-20,10057-102-1,MK2206,10,uM,LJP6,72,hr,1334,2201,3925,0.5606,0.3784
50105-3,BT-20,10059-101-1,AZD-6482,0.04,uM,LJP5,72,hr,1334,4128,4033,1.0248,1.0313
50105-3,BT-20,10059-101-1,AZD-6482,0.12,uM,LJP5,72,hr,1334,3969,4033,0.9845,0.9809
50105-3,BT-20,10059-101-1,AZD-6482,0.37,uM,LJP5,72,hr,1334,3487,4033,0.8649,0.8263
50105-3,BT-20,10059-101-1,AZD-6482,1.11,uM,LJP5,72,hr,1334,2794,4033,0.6937,0.5901
50105-3,BT-20,10059-101-1,AZD-6482,3.33,uM,LJP5,72,hr,1334,2082,4033,0.5166,0.3219
50105-3,BT-20,10059-101-1,AZD-6482,10,uM,LJP5,72,hr,1334,1184,4033,0.2938,-0.0722
50105-3,BT-20,10061-101-1,NU7441,0.04,uM,LJP5,72,hr,1334,4239,4033,1.0503,1.0614
50105-3,BT-20,10061-101-1,NU7441,0.12,uM,LJP5,72,hr,1334,4100,4033,1.0163,1.0200
50105-3,BT-20,10061-101-1,NU7441,0.37,uM,LJP5,72,hr,1334,3910,4033,0.9702,0.9628
50105-3,BT-20,10061-101-1,NU7441,1.11,uM,LJP5,72,hr,1334,3738,4033,0.9264,0.9055
50105-3,BT-20,10061-101-1,NU7441,3.33,uM,LJP5,72,hr,1334,3554,4033,0.8815,0.8478
50105-3,BT-20,10061-101-1,NU7441,10,uM,LJP5,72,hr,1334,2375,4033,0.5883,0.4318
50105-3,BT-20,10063-102-1,OSI-027,0.04,uM,LJP6,72,hr,1334,4032,3925,1.0276,1.0348
50105-3,BT-20,10063-102-1,OSI-027,0.12,uM,LJP6,72,hr,1334,3659,3925,0.9328,0.9106
50105-3,BT-20,10063-102-1,OSI-027,0.37,uM,LJP6,72,hr,1334,3179,3925,0.8104,0.7451
50105-3,BT-20,10063-102-1,OSI-027,1.11,uM,LJP6,72,hr,1334,2706,3925,0.6897,0.5747
50105-3,BT-20,10063-102-1,OSI-027,3.33,uM,LJP6,72,hr,1334,2279,3925,0.5809,0.4102
50105-3,BT-20,10063-102-1,OSI-027,10,uM,LJP6,72,hr,1334,1653,3925,0.4212,0.1472
50105-3,BT-20,10064-101-1,WYE-125132,0.04,uM,LJP6,72,hr,1334,2930,3925,0.7465,0.6574
50105-3,BT-20,10064-101-1,WYE-125132,0.12,uM,LJP6,72,hr,1334,2175,3925,0.5540,0.3678
50105-3,BT-20,10064-101-1,WYE-125132,0.37,uM,LJP6,72,hr,1334,1913,3925,0.4875,0.2603
50105-3,BT-20,10064-101-1,WYE-125132,1.11,uM,LJP6,72,hr,1334,1732,3925,0.4411,0.1818
50105-3,BT-20,10064-101-1,WYE-125132,3.33,uM,LJP6,72,hr,1334,1586,3925,0.4042,0.1174
50105-3,BT-20,10064-101-1,WYE-125132,10,uM,LJP6,72,hr,1334,1450,3925,0.3694,0.0547
50105-3,BT-20,10067-101-1,Barasertib,0.04,uM,LJP5,72,hr,1334,3344,4033,0.8283,0.7749
50105-3,BT-20,10067-101-1,Barasertib,0.12,uM,LJP5,72,hr,1334,2591,4033,0.6413,0.5092
50105-3,BT-20,10067-101-1,Barasertib,0.37,uM,LJP5,72,hr,1334,1947,4033,0.4823,0.2645
50105-3,BT-20,10067-101-1,Barasertib,1.11,uM,LJP5,72,hr,1334,1544,4033,0.3827,0.0949
50105-3,BT-20,10067-101-1,Barasertib,3.33,uM,LJP5,72,hr,1334,1239,4033,0.3069,-0.0469
50105-3,BT-20,10067-101-1,Barasertib,10,uM,LJP5,72,hr,1334,999,4033,0.2477,-0.1665
50105-3,BT-20,10068-101-1,Vemurafenib,0.04,uM,LJP5,72,hr,1334,3830,4033,0.9486,0.9327
50105-3,BT-20,10068-101-1,Vemurafenib,0.12,uM,LJP5,72,hr,1334,3808,4033,0.9436,0.9272
50105-3,BT-20,10068-101-1,Vemurafenib,0.37,uM,LJP5,72,hr,1334,3974,4033,0.9845,0.9788
50105-3,BT-20,10068-101-1,Vemurafenib,1.11,uM,LJP5,72,hr,1334,3950,4033,0.9789,0.9722
50105-3,BT-20,10068-101-1,Vemurafenib,3.33,uM,LJP5,72,hr,1334,3595,4033,0.8903,0.8569
50105-3,BT-20,10068-101-1,Vemurafenib,10,uM,LJP5,72,hr,1334,2765,4033,0.6852,0.5770
50105-3,BT-20,10069-101-1,Enzastaurin,0.04,uM,LJP5,72,hr,1334,3740,4033,0.9259,0.9018
50105-3,BT-20,10069-101-1,Enzastaurin,0.12,uM,LJP5,72,hr,1334,3928,4033,0.9734,0.9652
50105-3,BT-20,10069-101-1,Enzastaurin,0.37,uM,LJP5,72,hr,1334,4117,4033,1.0197,1.0216
50105-3,BT-20,10069-101-1,Enzastaurin,1.11,uM,LJP5,72,hr,1334,4113,4033,1.0191,1.0221
50105-3,BT-20,10069-101-1,Enzastaurin,3.33,uM,LJP5,72,hr,1334,4320,4033,1.0706,1.0862
50105-3,BT-20,10069-101-1,Enzastaurin,10,uM,LJP5,72,hr,1334,4675,4033,1.1588,1.1931
50105-3,BT-20,10071-101-1,Palbociclib,0.04,uM,LJP6,72,hr,1334,3045,3925,0.7764,0.6945
50105-3,BT-20,10071-101-1,Palbociclib,0.12,uM,LJP6,72,hr,1334,2967,3925,0.7567,0.6668
50105-3,BT-20,10071-101-1,Palbociclib,0.37,uM,LJP6,72,hr,1334,2657,3925,0.6777,0.5517
50105-3,BT-20,10071-101-1,Palbociclib,1.11,uM,LJP6,72,hr,1334,2205,3925,0.5622,0.3789
50105-3,BT-20,10071-101-1,Palbociclib,3.33,uM,LJP6,72,hr,1334,2133,3925,0.5440,0.3489
50105-3,BT-20,10071-101-1,Palbociclib,10,uM,LJP6,72,hr,1334,1679,3925,0.4281,0.1589
50105-3,BT-20,10072-101-1,PF562271,0.04,uM,LJP6,72,hr,1334,3725,3925,0.9490,0.9339
50105-3,BT-20,10072-101-1,PF562271,0.12,uM,LJP6,72,hr,1334,3540,3925,0.9019,0.8706
50105-3,BT-20,10072-101-1,PF562271,0.37,uM,LJP6,72,hr,1334,3599,3925,0.9174,0.8915
50105-3,BT-20,10072-101-1,PF562271,1.11,uM,LJP6,72,hr,1334,3147,3925,0.8019,0.7346
50105-3,BT-20,10072-101-1,PF562271,3.33,uM,LJP6,72,hr,1334,2176,3925,0.5546,0.3684
50105-3,BT-20,10072-101-1,PF562271,10,uM,LJP6,72,hr,1334,812,3925,0.2069,-0.2739
50105-3,BT-20,10073-101-1,PHA-793887,0.04,uM,LJP6,72,hr,1334,2521,3925,0.6425,0.5023
50105-3,BT-20,10073-101-1,PHA-793887,0.12,uM,LJP6,72,hr,1334,2488,3925,0.6344,0.4897
50105-3,BT-20,10073-101-1,PHA-793887,0.37,uM,LJP6,72,hr,1334,2188,3925,0.5582,0.3695
50105-3,BT-20,10073-101-1,PHA-793887,1.11,uM,LJP6,72,hr,1334,1841,3925,0.4696,0.2239
50105-3,BT-20,10073-101-1,PHA-793887,3.33,uM,LJP6,72,hr,1334,1478,3925,0.3771,0.0609
50105-3,BT-20,10073-101-1,PHA-793887,10,uM,LJP6,72,hr,1334,689,3925,0.1759,-0.3491
50105-3,BT-20,10075-101-1,QL-X-138,0.04,uM,LJP6,72,hr,1334,3221,3925,0.8213,0.7600
50105-3,BT-20,10075-101-1,QL-X-138,0.12,uM,LJP6,72,hr,1334,3182,3925,0.8113,0.7451
50105-3,BT-20,10075-101-1,QL-X-138,0.37,uM,LJP6,72,hr,1334,3214,3925,0.8194,0.7567
50105-3,BT-20,10075-101-1,QL-X-138,1.11,uM,LJP6,72,hr,1334,3123,3925,0.7960,0.7263
50105-3,BT-20,10075-101-1,QL-X-138,3.33,uM,LJP6,72,hr,1334,2711,3925,0.6910,0.5769
50105-3,BT-20,10075-101-1,QL-X-138,10,uM,LJP6,72,hr,1334,836,3925,0.2130,-0.2599
50105-3,BT-20,10077-101-1,QL-XII-47,0.04,uM,LJP6,72,hr,1334,3356,3925,0.8552,0.8085
50105-3,BT-20,10077-101-1,QL-XII-47,0.12,uM,LJP6,72,hr,1334,3397,3925,0.8656,0.8225
50105-3,BT-20,10077-101-1,QL-XII-47,0.37,uM,LJP6,72,hr,1334,2754,3925,0.7014,0.5920
50105-3,BT-20,10077-101-1,QL-XII-47,1.11,uM,LJP6,72,hr,1334,2040,3925,0.5200,0.3135
50105-3,BT-20,10077-101-1,QL-XII-47,3.33,uM,LJP6,72,hr,1334,1208,3925,0.3078,-0.0624
50105-3,BT-20,10077-101-1,QL-XII-47,10,uM,LJP6,72,hr,1334,837,3925,0.2132,-0.2591
50105-3,BT-20,10079-101-1,Torin1,0.04,uM,LJP6,72,hr,1334,2136,3925,0.5442,0.3527
50105-3,BT-20,10079-101-1,Torin1,0.12,uM,LJP6,72,hr,1334,1692,3925,0.4311,0.1646
50105-3,BT-20,10079-101-1,Torin1,0.37,uM,LJP6,72,hr,1334,1429,3925,0.3642,0.0450
50105-3,BT-20,10079-101-1,Torin1,1.11,uM,LJP6,72,hr,1334,1269,3925,0.3234,-0.0318
50105-3,BT-20,10079-101-1,Torin1,3.33,uM,LJP6,72,hr,1334,1086,3925,0.2767,-0.1243
