Small Molecule HMS LINCS ID,Small Molecule Name,Cell Line HMS LINCS ID,Cell Line Name,log10[max. dose (M)],R^2 (goodness of fit),log10[EC50 (M)],log10[IC50 (M)],log10[GI50 (M)],HillSlope,E_inf,E_max,AUC
10026-101-3,PD173074,50557-1,UACC-893,-4.4776,0.9179,-5.1694,-5.0262,-5.2578,3.9210,0.3628,0.3640,8.1138
10026-101-3,PD173074,50574-1,ZR-75-1,-4.4776,0.8601,-4.6280,-4.6280,-4.9060,1.5490,0.0000,0.3647,7.8117
10026-101-3,PD173074,50576-1,184B5,-4.4776,0.8588,-4.4590,-4.4776,-4.5299,3.9990,0.0000,0.5429,8.8444
10026-101-3,PD173074,50578-1,HCC1187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10026-101-3,PD173074,50583-1,MCF 10A,-4.4776,0.9408,-4.9983,-4.9983,-4.9074,2.1830,0.0000,0.0680,7.5325
10026-101-3,PD173074,50584-1,MCF 10F,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10026-101-3,PD173074,51081-1,SUM1315MO2,-4.4776,0.8992,-5.3106,-5.2186,-5.4831,2.1220,0.1809,0.1947,7.6841
10026-101-3,PD173074,51082-1,SUM149PT,-4.4776,0.9769,-5.0688,-5.0494,-5.1029,3.9990,0.0813,0.0853,8.0023
10026-101-3,PD173074,51083-1,SUM159PT,-4.4776,0.9000,-5.3020,-5.3020,-5.3026,1.3230,0.0000,0.0750,6.9628
10026-101-3,PD173074,51084-1,SUM185PE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10026-101-3,PD173074,51085-1,SUM225CWN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10026-101-3,PD173074,51086-1,SUM229PE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10026-101-3,PD173074,51087-1,SUM52PE,-4.4776,0.8683,-7.4756,-6.9774,-7.7068,0.5208,0.2247,0.2454,5.3107
10026-101-3,PD173074,51088-1,184A1,-4.4776,0.8593,-5.0370,-4.8249,-5.0956,1.9590,0.3079,0.3593,8.3583
10026-101-3,PD173074,51089-1,MCF12A,-4.4776,0.9229,-4.6482,-4.6481,-4.6420,2.2590,0.0000,0.2917,8.0698
10026-101-3,PD173074,51090-1,MX1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10026-101-3,PD173074,51091-1,T47DKBLUC,-4.4776,0.9441,-4.9812,-4.9812,-5.0466,3.2220,0.0000,0.0233,7.4959
10026-101-3,PD173074,51092-1,600MPE,-4.4776,0.9467,-4.8978,-4.8978,-5.0321,3.2440,0.0000,0.0415,7.5061
10026-101-3,PD173074,51093-1,HCC2185,-4.4776,0.7591,-4.2904,-4.4776,-4.5540,2.3710,0.0000,0.7354,8.7965
10026-101-3,PD173074,51094-1,HCC3153,-4.4776,0.9399,-4.4281,-4.4776,-4.7664,1.4430,0.0000,0.5411,8.3169
10026-101-3,PD173074,51095-1,LY2,-4.4776,0.9191,-5.0191,-4.9940,-5.0821,3.9990,0.1032,0.1093,8.1745
10026-101-3,PD173074,51096-1,ZR75B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10035-109-2,Sigma A6730,50029-1,MCF7,-4.1759,0.9652,-5.4019,-5.4021,-5.8174,1.1480,0.0000,0.0376,6.4156
10035-109-2,Sigma A6730,50057-1,SK-BR-3,-4.1759,0.9212,-5.3519,-5.2671,-5.7258,0.7841,0.0706,0.1700,6.8590
10035-109-2,Sigma A6730,50058-1,MDA-MB-231,-4.1759,0.7005,-4.7110,-4.7109,-4.7436,4.0000,0.0000,0.0072,9.0136
10035-109-2,Sigma A6730,50091-1,AU565,-4.1759,0.8274,-5.3999,-5.4003,-5.6973,0.9425,0.0000,0.0655,6.1967
10035-109-2,Sigma A6730,50105-1,BT-20,-4.1759,0.9454,-4.7874,-4.7874,-5.1470,2.1175,0.0000,0.0495,7.3773
10035-109-2,Sigma A6730,50106-1,BT-474,-4.1759,0.9396,-5.4899,-5.4902,-6.1896,0.7437,0.0000,0.0953,6.2760
10035-109-2,Sigma A6730,50107-1,BT-483,-4.1759,0.9324,-5.0808,-4.8187,-5.8815,0.5980,0.1595,0.3749,7.1435
10035-109-2,Sigma A6730,50108-1,BT-549,-4.1759,0.9070,-5.0536,-5.0537,-5.1097,1.1960,0.0000,0.0819,6.6585
10035-109-2,Sigma A6730,50131-1,CAMA-1,-4.1759,0.8885,-4.9314,-4.9314,-5.2633,1.1930,0.0000,0.1115,6.9279
10035-109-2,Sigma A6730,50205-1,HCC1143,-4.1759,0.7972,-4.7649,-4.7648,-4.9000,2.4570,0.0000,0.0345,6.9540
10035-109-2,Sigma A6730,50206-1,HCC1395,-4.1759,0.9256,-4.8744,-4.8744,-5.3518,1.6725,0.0000,0.0694,7.1741
10035-109-2,Sigma A6730,50207-1,HCC1419,-4.1759,0.9550,-5.0429,-5.0430,-6.1201,0.8096,0.0000,0.1657,7.0092
10035-109-2,Sigma A6730,50208-1,HCC1428,-4.1759,0.9260,-4.8855,-4.8855,-5.5055,1.2940,0.0000,0.1078,7.0551
10035-109-2,Sigma A6730,50210-1,HCC1569,-4.1759,0.9583,-4.8179,-4.7859,-5.0882,1.4515,0.0423,0.1479,7.5337
10035-109-2,Sigma A6730,50211-1,HCC1806,-4.1759,0.9903,-4.9814,-4.9814,-5.0839,2.1260,0.0000,0.0190,7.2872
10035-109-2,Sigma A6730,50212-1,HCC1937,-4.1759,0.9431,-4.8104,-4.8104,-5.0396,1.9990,0.0000,0.0511,7.2097
10035-109-2,Sigma A6730,50213-1,HCC1954,-4.1759,0.9530,-5.0232,-5.0225,-5.1425,2.3140,0.0022,0.0130,7.1331
10035-109-2,Sigma A6730,50214-1,HCC202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10035-109-2,Sigma A6730,50216-1,HCC38,-4.1759,0.8843,-4.8284,-4.8283,-4.9506,2.3505,0.0000,0.0319,7.0821
10035-109-2,Sigma A6730,50219-1,HCC70,-4.1759,0.9504,-5.3999,-5.3965,-5.7736,0.9793,0.0034,0.0634,6.6015
10035-109-2,Sigma A6730,50238-1,Hs 578T,-4.1759,0.9739,-4.8110,-4.8109,-4.8932,2.1090,0.0000,0.0438,7.4401
10035-109-2,Sigma A6730,50324-1,MB 157,-4.1759,0.8020,-4.8682,-4.8653,-4.9110,3.9740,0.0130,0.0148,7.3056
10035-109-2,Sigma A6730,50327-1,MDA-MB-134-VI,-4.1759,0.9175,-4.7669,-4.7670,-5.1323,2.1400,0.0000,0.0612,7.3376
10035-109-2,Sigma A6730,50328-1,MDA-MB-157,-4.1759,0.9208,-4.7613,-4.7612,-4.8427,4.0000,0.0001,0.0046,7.7546
10035-109-2,Sigma A6730,50329-1,MDA-MB-175-VII,-4.1759,0.9535,-5.0331,-5.0332,-5.7470,1.2140,0.0000,0.0834,7.1844
10035-109-2,Sigma A6730,50331-1,MDA-MB-361,-4.1759,0.9863,-5.2799,-5.2801,-6.0459,1.0060,0.0000,0.0741,6.8148
10035-109-2,Sigma A6730,50333-1,MDA-MB-436,-4.1759,0.8912,-4.4922,-4.4922,-4.3132,2.3540,0.0000,0.1526,8.5230
10035-109-2,Sigma A6730,50334-1,MDA-MB-453,-4.1759,0.9721,-5.4519,-5.4518,-5.7281,1.4410,0.0000,0.0143,6.6250
10035-109-2,Sigma A6730,50335-1,MDA-MB-468,-4.1759,0.9044,-4.9020,-4.9019,-4.9932,1.2880,0.0000,0.1040,7.0804
10035-109-2,Sigma A6730,50541-1,T47D,-4.1759,0.9559,-5.7389,-5.4878,-5.8139,1.0880,0.2333,0.2483,6.7452
10035-109-2,Sigma A6730,50556-1,UACC-812,-4.1759,0.8191,-4.9801,-4.6862,-5.5461,0.7077,0.0878,0.3422,7.3315
10035-109-2,Sigma A6730,50557-1,UACC-893,-4.1759,0.9084,-5.0650,-5.0649,-6.4435,1.0760,0.0000,0.0995,6.7347
10035-109-2,Sigma A6730,50574-1,ZR-75-1,-4.1759,0.8786,-5.2271,-5.1490,-6.1834,0.5509,0.0549,0.2948,6.7180
10035-109-2,Sigma A6730,50576-1,184B5,-4.1759,0.8439,-5.3859,-5.3864,-5.6327,1.1690,0.0000,0.0370,6.3035
10035-109-2,Sigma A6730,50578-1,HCC1187,-4.1759,0.9519,-5.1336,-5.1336,-5.4641,1.0721,0.0000,0.0866,6.9207
10035-109-2,Sigma A6730,50583-1,MCF 10A,-4.1759,0.9265,-5.2509,-5.2511,-5.3485,1.1130,0.0000,0.0598,6.9784
10035-109-2,Sigma A6730,50584-1,MCF 10F,-4.1759,0.9724,-5.1739,-5.1737,-5.4463,0.9561,0.0000,0.1000,6.8338
10035-109-2,Sigma A6730,51081-1,SUM1315MO2,-4.1759,0.9508,-4.8908,-4.8908,-5.4137,1.5330,0.0000,0.0780,7.3004
10035-109-2,Sigma A6730,51082-1,SUM149PT,-4.1759,0.9556,-4.9489,-4.9489,-5.0706,1.6510,0.0000,0.0528,7.2335
10035-109-2,Sigma A6730,51083-1,SUM159PT,-4.1759,0.9428,-5.1401,-5.1399,-5.1681,1.8310,0.0000,0.0182,6.9102
10035-109-2,Sigma A6730,51084-1,SUM185PE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10035-109-2,Sigma A6730,51085-1,SUM225CWN,-4.1759,0.8847,-5.5194,-5.5195,-6.3932,0.7481,0.0000,0.0922,6.1228
10035-109-2,Sigma A6730,51086-1,SUM229PE,-4.1759,0.8718,-4.8317,-4.8317,-4.9980,1.3400,0.0000,0.1168,6.9316
10035-109-2,Sigma A6730,51087-1,SUM52PE,-4.1759,0.9694,-5.4989,-5.4938,-5.8755,0.9343,0.0054,0.0607,6.6402
10035-109-2,Sigma A6730,51088-1,184A1,-4.1759,0.9677,-5.2029,-5.2028,-5.5829,0.7710,0.0000,0.1391,6.8983
10035-109-2,Sigma A6730,51089-1,MCF12A,-4.1759,0.9340,-4.8256,-4.8256,-5.0081,1.3597,0.0000,0.1273,7.3651
10035-109-2,Sigma A6730,51090-1,MX1,-4.1759,0.9440,-5.1408,-5.1408,-5.4682,1.6540,0.0000,0.0286,7.1026
10035-109-2,Sigma A6730,51091-1,T47DKBLUC,-4.1759,0.9110,-5.1714,-4.8917,-5.3937,0.8954,0.2192,0.3080,7.1676
10035-109-2,Sigma A6730,51092-1,600MPE,-4.1759,0.9375,-4.8636,-4.8635,-5.2631,1.5730,0.0000,0.0765,7.0695
10035-109-2,Sigma A6730,51093-1,HCC2185,-4.1759,0.8925,-4.9805,-4.9313,-5.8682,0.9313,0.0477,0.1914,7.3255
10035-109-2,Sigma A6730,51094-1,HCC3153,-4.1759,0.8693,-4.4800,-4.4856,-5.0172,1.1539,0.0000,0.2899,7.5088
10035-109-2,Sigma A6730,51095-1,LY2,-4.1759,0.8583,-5.3754,-5.3752,-5.8448,1.2155,0.0000,0.0344,6.4846
10035-109-2,Sigma A6730,51096-1,ZR75B,-4.1759,0.8789,-5.5489,-5.5491,-6.0252,0.5413,0.0000,0.1530,6.1355
10062-101-3,GSK1070916,50029-1,MCF7,-4.4776,0.8992,-4.8142,-4.8141,-4.9891,2.6155,0.0000,0.1991,8.0618
10062-101-3,GSK1070916,50057-1,SK-BR-3,-4.4776,0.9215,-5.1088,-4.9540,-5.2937,2.7030,0.2897,0.2978,8.0531
10062-101-3,GSK1070916,50058-1,MDA-MB-231,-4.4776,0.8912,-5.4548,-5.4547,-5.5379,0.9323,0.0000,0.1121,6.9162
10062-101-3,GSK1070916,50091-1,AU565,-4.4776,0.7600,-5.2504,-5.2504,-5.5873,0.5535,0.0000,0.2719,6.7505
10062-101-3,GSK1070916,50105-1,BT-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10062-101-3,GSK1070916,50106-1,BT-474,-4.4776,0.9390,-4.8892,-4.8892,-5.1976,1.5185,0.0000,0.1965,7.9844
10062-101-3,GSK1070916,50107-1,BT-483,-4.4776,0.8340,-4.5853,-4.4776,-5.3674,0.9554,0.0000,0.5396,8.0951
10062-101-3,GSK1070916,50108-1,BT-549,-4.4776,0.9202,-5.5546,-5.5550,-5.7306,1.1150,0.0000,0.0592,6.7898
10062-101-3,GSK1070916,50131-1,CAMA-1,-4.4776,0.9256,-4.6946,-4.6945,-5.0755,1.3570,0.0000,0.3367,7.9134
10062-101-3,GSK1070916,50205-1,HCC1143,-4.4776,0.8423,-5.0857,-5.0857,-5.6528,1.0369,0.0000,0.1906,7.2557
10062-101-3,GSK1070916,50206-1,HCC1395,-4.4776,0.8934,-5.5501,-5.5499,-6.4736,0.6310,0.0000,0.1761,6.6549
10062-101-3,GSK1070916,50207-1,HCC1419,-4.4776,0.7524,-5.1307,-4.4776,-5.1889,3.9980,0.6589,0.6595,8.6094
10062-101-3,GSK1070916,50208-1,HCC1428,-4.4776,0.9550,-4.8857,-4.8856,-5.6712,1.5860,0.0000,0.1599,7.7067
10062-101-3,GSK1070916,50210-1,HCC1569,-4.4776,0.9060,-5.6529,-5.6530,-6.1004,0.5168,0.0000,0.2019,6.5482
10062-101-3,GSK1070916,50211-1,HCC1806,-4.4776,0.9314,-5.0186,-5.0186,-5.0488,2.4110,0.0000,0.0473,7.4139
10062-101-3,GSK1070916,50212-1,HCC1937,-4.4776,0.8305,-4.8158,-4.8552,-5.7750,0.4686,0.0000,0.3979,7.2970
10062-101-3,GSK1070916,50213-1,HCC1954,-4.4776,0.9120,-5.3490,-5.3489,-5.5470,1.2750,0.0000,0.0774,7.4421
10062-101-3,GSK1070916,50214-1,HCC202,-4.4776,0.8263,-4.8108,-4.8108,-5.8427,0.8376,0.0000,0.3447,7.6824
10062-101-3,GSK1070916,50216-1,HCC38,-4.4776,0.9041,-5.7636,-5.7637,-6.4859,0.5460,0.0000,0.1725,6.4217
10062-101-3,GSK1070916,50219-1,HCC70,-4.4776,0.8789,-5.6596,-5.6592,-6.4477,0.4719,0.0000,0.2000,6.6848
10062-101-3,GSK1070916,50238-1,Hs 578T,-4.4776,0.9154,-5.9386,-5.9390,-6.4229,0.5351,0.0000,0.1410,6.1417
10062-101-3,GSK1070916,50324-1,MB 157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10062-101-3,GSK1070916,50327-1,MDA-MB-134-VI,-4.4776,0.8155,-4.5868,-4.5868,-5.5744,0.5597,0.0000,0.4864,7.9183
10062-101-3,GSK1070916,50328-1,MDA-MB-157,-4.4776,0.7855,-5.6706,-5.6709,-5.9571,0.4644,0.0000,0.2182,6.4360
10062-101-3,GSK1070916,50329-1,MDA-MB-175-VII,-4.4776,0.9124,-4.8858,-4.8858,-5.0396,2.8650,0.0855,0.1022,7.8354
10062-101-3,GSK1070916,50331-1,MDA-MB-361,-4.4776,0.9615,-5.0034,-5.0034,-5.2835,2.9475,0.0000,0.0308,7.7162
10062-101-3,GSK1070916,50333-1,MDA-MB-436,-4.4776,0.7907,-6.4626,-5.9265,-6.7461,0.6887,0.2865,0.3159,6.8143
10062-101-3,GSK1070916,50334-1,MDA-MB-453,-4.4776,0.8573,-5.1036,-5.1035,-5.6475,1.3077,0.0000,0.1426,7.3238
10062-101-3,GSK1070916,50335-1,MDA-MB-468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10062-101-3,GSK1070916,50541-1,T47D,-4.4776,0.9317,-4.7860,-4.7859,-5.4249,1.3980,0.0000,0.2704,7.9162
10062-101-3,GSK1070916,50556-1,UACC-812,-4.4776,0.7401,-5.0020,-4.4776,-5.0814,3.9990,0.6105,0.6136,9.2304
10062-101-3,GSK1070916,50557-1,UACC-893,-4.4776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.7253
10062-101-3,GSK1070916,50574-1,ZR-75-1,-4.4776,0.8070,-4.4399,-4.4776,-4.9738,2.1600,0.3143,0.6295,8.0879
10062-101-3,GSK1070916,50576-1,184B5,-4.4776,0.9613,-5.3762,-5.3761,-6.1627,0.5692,0.0000,0.2357,7.0319
10062-101-3,GSK1070916,50578-1,HCC1187,-4.4776,0.9555,-7.8256,-7.7783,-7.9254,3.9990,0.2321,0.2321,5.1468
10062-101-3,GSK1070916,50583-1,MCF 10A,-4.4776,0.9215,-5.9786,-5.8636,-6.1244,0.5384,0.0605,0.1962,6.4581
10062-101-3,GSK1070916,50584-1,MCF 10F,-4.4776,0.8918,-5.1824,-5.1824,-5.6977,0.8943,0.0000,0.1683,7.2746
10062-101-3,GSK1070916,51081-1,SUM1315MO2,-4.4776,0.9880,-5.0684,-5.0685,-5.7956,0.8534,0.0000,0.2385,7.5367
10062-101-3,GSK1070916,51082-1,SUM149PT,-4.4776,0.9459,-5.4509,-5.4508,-5.5356,1.0515,0.0000,0.1207,6.9589
10062-101-3,GSK1070916,51083-1,SUM159PT,-4.4776,0.9045,-5.7426,-5.7426,-5.6673,0.5924,0.0000,0.1507,6.6500
10062-101-3,GSK1070916,51084-1,SUM185PE,-4.4776,0.9052,-5.4942,-5.4944,-5.9594,1.3090,0.0000,0.0450,7.4398
10062-101-3,GSK1070916,51085-1,SUM225CWN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10062-101-3,GSK1070916,51086-1,SUM229PE,-4.4776,0.9250,-5.8586,-5.8590,-6.2571,0.5466,0.0000,0.1495,6.3665
10062-101-3,GSK1070916,51087-1,SUM52PE,-4.4776,0.9679,-6.5456,-6.3714,-6.8589,0.8088,0.1362,0.1547,6.1498
10062-101-3,GSK1070916,51088-1,184A1,-4.4776,0.9369,-5.1921,-4.8387,-6.0739,0.6165,0.1938,0.4077,7.6066
10062-101-3,GSK1070916,51089-1,MCF12A,-4.4776,0.8094,-5.0180,-5.0180,-5.2827,1.0610,0.0000,0.2108,7.3701
10062-101-3,GSK1070916,51090-1,MX1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10062-101-3,GSK1070916,51091-1,T47DKBLUC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10062-101-3,GSK1070916,51092-1,600MPE,-4.4776,0.9645,-4.9183,-4.9070,-5.0505,4.0000,0.0475,0.0640,8.2035
10062-101-3,GSK1070916,51093-1,HCC2185,-4.4776,0.8250,-4.7029,-4.7028,-6.4154,0.4977,0.0000,0.4321,7.5269
10062-101-3,GSK1070916,51094-1,HCC3153,-4.4776,0.9272,-4.5125,-4.6484,-4.9835,0.8079,0.0000,0.4785,7.9589
10062-101-3,GSK1070916,51095-1,LY2,-4.4776,0.9589,-4.9577,-4.9576,-4.9710,2.6450,0.0000,0.0510,7.6939
10062-101-3,GSK1070916,51096-1,ZR75B,-4.4776,0.8084,-4.6326,-4.6513,-5.7720,0.3741,0.0000,0.4696,7.4366
10097-102-3,Erlotinib,50029-1,MCF7,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.0535
10097-102-3,Erlotinib,50057-1,SK-BR-3,-4.1759,0.8825,-4.5536,-4.5536,-4.8097,0.8987,0.0000,0.3140,7.4815
10097-102-3,Erlotinib,50058-1,MDA-MB-231,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.0103
10097-102-3,Erlotinib,50091-1,AU565,-4.1759,0.9595,-5.0055,-4.9647,-5.1425,1.3900,0.0614,0.1230,7.4829
10097-102-3,Erlotinib,50105-1,BT-20,-4.1759,0.8423,-4.0818,-4.2804,-5.1725,0.4065,0.0000,0.5266,7.7157
10097-102-3,Erlotinib,50106-1,BT-474,-4.1759,0.8900,-4.8279,-4.4601,-4.9899,1.8740,0.3829,0.4203,8.1080
10097-102-3,Erlotinib,50107-1,BT-483,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.3271
10097-102-3,Erlotinib,50108-1,BT-549,-4.1759,0.7384,-4.1790,-4.1791,-4.2949,0.7034,0.0000,0.4987,8.4973
10097-102-3,Erlotinib,50131-1,CAMA-1,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.9862
10097-102-3,Erlotinib,50205-1,HCC1143,-4.1759,0.7109,-4.6576,-4.1759,-4.2624,0.7547,0.4693,0.6296,8.5609
10097-102-3,Erlotinib,50206-1,HCC1395,-4.1759,0.7568,-3.9709,-4.1759,-4.5311,1.3212,0.3670,0.7320,8.5583
10097-102-3,Erlotinib,50207-1,HCC1419,-4.1759,0.7856,-4.8883,-4.1759,-5.0051,3.0130,0.6457,0.6505,8.5553
10097-102-3,Erlotinib,50208-1,HCC1428,-4.1759,0.8300,-4.8774,-4.1759,-4.7518,2.8435,0.6507,0.6605,8.5089
10097-102-3,Erlotinib,50210-1,HCC1569,-4.1759,0.9067,-4.6203,-4.2339,-4.7274,1.2117,0.2393,0.4843,7.9652
10097-102-3,Erlotinib,50211-1,HCC1806,-4.1759,0.9370,-6.3019,-4.1759,-5.4555,0.3761,0.4275,0.5059,6.9148
10097-102-3,Erlotinib,50212-1,HCC1937,-4.1759,0.7956,-3.4676,-4.1759,-4.3929,0.3278,0.0000,0.6306,7.8944
10097-102-3,Erlotinib,50213-1,HCC1954,-4.1759,0.9231,-5.3402,-4.8134,-5.5658,0.4623,0.2123,0.4041,7.0696
10097-102-3,Erlotinib,50214-1,HCC202,-4.1759,0.8097,-3.9822,-4.1759,-4.4598,1.4430,0.0005,0.6557,8.4795
10097-102-3,Erlotinib,50216-1,HCC38,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.9598
10097-102-3,Erlotinib,50219-1,HCC70,-4.1759,0.8775,-4.7625,-4.6698,-5.7547,0.4620,0.0469,0.3794,7.3650
10097-102-3,Erlotinib,50238-1,Hs 578T,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.2290
10097-102-3,Erlotinib,50324-1,MB 157,-4.1759,0.7903,-6.8039,-6.5862,-7.2524,0.3761,0.0860,0.1711,5.0635
10097-102-3,Erlotinib,50327-1,MDA-MB-134-VI,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.2468
10097-102-3,Erlotinib,50328-1,MDA-MB-157,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.1334
10097-102-3,Erlotinib,50329-1,MDA-MB-175-VII,-4.1759,0.9376,-4.9346,-4.9346,-5.6598,0.7324,0.0000,0.2176,7.1340
10097-102-3,Erlotinib,50331-1,MDA-MB-361,-4.1759,0.8492,-3.7386,-4.1759,-4.2969,0.9985,0.0001,0.7306,8.6778
10097-102-3,Erlotinib,50333-1,MDA-MB-436,-4.1759,0.7635,-5.0116,-4.1759,-4.1759,3.9970,0.6948,0.6949,8.5978
10097-102-3,Erlotinib,50334-1,MDA-MB-453,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0431
10097-102-3,Erlotinib,50335-1,MDA-MB-468,-4.1759,0.8703,-4.2713,-4.2713,-4.6277,0.4208,0.0000,0.4769,7.6439
10097-102-3,Erlotinib,50541-1,T47D,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.4653
10097-102-3,Erlotinib,50556-1,UACC-812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10097-102-3,Erlotinib,50557-1,UACC-893,-4.1759,0.9390,-4.8272,-4.7015,-4.9068,3.9990,0.3429,0.3445,7.9994
10097-102-3,Erlotinib,50574-1,ZR-75-1,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.1469
10097-102-3,Erlotinib,50576-1,184B5,-4.1759,0.9338,-6.4349,-5.4362,-6.3665,0.8467,0.4286,0.4395,6.8308
10097-102-3,Erlotinib,50578-1,HCC1187,-4.1759,0.8211,-4.4427,-4.1759,-5.0264,2.1787,0.3236,0.5934,8.1299
10097-102-3,Erlotinib,50583-1,MCF 10A,-4.1759,0.9662,-5.8784,-5.7979,-5.9570,0.9345,0.0748,0.1096,6.1693
10097-102-3,Erlotinib,50584-1,MCF 10F,-4.1759,0.9864,-6.6739,-6.4786,-6.7339,1.6660,0.2635,0.2636,6.1072
10097-102-3,Erlotinib,51081-1,SUM1315MO2,-4.1759,0.8488,-3.6184,-4.1759,-5.0364,0.3948,0.0000,0.6241,7.8861
10097-102-3,Erlotinib,51082-1,SUM149PT,-4.1759,0.8793,-6.4409,-5.0377,-5.9380,0.6688,0.4424,0.4589,7.0524
10097-102-3,Erlotinib,51083-1,SUM159PT,-4.1759,0.8859,-5.2199,-4.8274,-4.9534,1.9030,0.4106,0.4166,7.9449
10097-102-3,Erlotinib,51084-1,SUM185PE,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.0210
10097-102-3,Erlotinib,51085-1,SUM225CWN,-4.1759,0.8370,-4.5660,-4.2902,-4.8716,1.1495,0.1972,0.4979,8.3357
10097-102-3,Erlotinib,51086-1,SUM229PE,-4.1759,0.9170,-4.9917,-4.1759,-4.9550,0.3789,0.2579,0.5022,7.4376
10097-102-3,Erlotinib,51087-1,SUM52PE,-4.1759,0.7038,-4.0735,-4.1759,-4.2670,1.6820,0.0011,0.5984,8.3275
10097-102-3,Erlotinib,51088-1,184A1,-4.1759,0.9448,-6.6589,-6.4925,-6.6897,3.4590,0.3676,0.3676,6.7185
10097-102-3,Erlotinib,51088-1,184A1,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.3310
10097-102-3,Erlotinib,51089-1,MCF12A,-4.1759,0.9437,-6.2244,-6.0558,-6.2901,1.0108,0.1658,0.1890,6.2716
10097-102-3,Erlotinib,51090-1,MX1,-4.1759,0.8827,-4.4066,-4.4066,-5.2452,0.5878,0.0000,0.4226,7.5566
10097-102-3,Erlotinib,51091-1,T47DKBLUC,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.7666
10097-102-3,Erlotinib,51092-1,600MPE,-4.1759,0.7785,-2.9179,-4.1759,-4.4247,0.3062,0.0000,0.7082,8.1894
10097-102-3,Erlotinib,51093-1,HCC2185,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.5990
10097-102-3,Erlotinib,51094-1,HCC3153,-4.1759,0.8383,-3.8100,-4.1759,-4.2012,0.9498,0.0000,0.6900,8.4338
10097-102-3,Erlotinib,51095-1,LY2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10097-102-3,Erlotinib,51096-1,ZR75B,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.9147
10098-101-2,Gefitinib,50029-1,MCF7,-4.4776,0.8208,-4.4459,-4.4776,-4.5825,1.0390,0.0000,0.5190,8.1555
10098-101-2,Gefitinib,50057-1,SK-BR-3,-4.4776,0.8563,-5.1609,-5.1281,-5.5758,0.9494,0.0429,0.2585,7.2336
10098-101-2,Gefitinib,50058-1,MDA-MB-231,-4.4776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.9556
10098-101-2,Gefitinib,50091-1,AU565,-4.4776,0.9681,-5.6452,-5.5800,-5.9334,0.9489,0.0674,0.1471,6.9371
10098-101-2,Gefitinib,50105-1,BT-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10098-101-2,Gefitinib,50106-1,BT-474,-4.4776,0.8631,-5.3558,-5.3557,-6.1316,1.2500,0.0000,0.0487,6.8511
10098-101-2,Gefitinib,50107-1,BT-483,-4.4776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.6514
10098-101-2,Gefitinib,50108-1,BT-549,-4.4776,0.8774,-4.7649,-4.7649,-4.8099,1.0490,0.0000,0.3521,7.9303
10098-101-2,Gefitinib,50131-1,CAMA-1,-4.4776,0.7673,-4.6501,-4.4776,-4.6796,3.9950,0.3020,0.6232,8.7188
