Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Time Point (hr),Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Relative Cell Count,Normalized Growth Rate Inhibition Value,Assay Plate,Assay Well
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,38.95,770.25,2948,4543,0.6488,0.6891,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,38.95,770.25,2965,4543,0.6525,0.6929,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,38.95,770.25,2610,4543,0.5744,0.6106,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,38.95,770.25,3306,4543,0.7276,0.7664,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,38.95,770.25,3069,4543,0.6754,0.7158,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,41.17,770.25,3143,5010,0.6273,0.6829,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,41.17,770.25,3200,5010,0.6386,0.6941,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,41.17,770.25,2774,5010,0.5536,0.6069,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,41.17,770.25,3542,5010,0.7069,0.7590,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,41.17,770.25,3278,5010,0.6542,0.7093,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,43.39,770.25,3438,5404,0.6362,0.7027,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,43.39,770.25,3438,5404,0.6362,0.7027,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,43.39,770.25,3077,5404,0.5694,0.6368,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,43.39,770.25,3822,5404,0.7072,0.7681,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,43.39,770.25,3522,5404,0.6517,0.7174,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,45.61,770.25,3646,5813,0.6272,0.7043,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,45.61,770.25,3703,5813,0.6370,0.7134,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,45.61,770.25,3315,5813,0.5703,0.6496,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,45.61,770.25,4156,5813,0.7150,0.7826,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,45.61,770.25,3712,5813,0.6386,0.7149,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,47.83,770.25,3834,6223,0.6161,0.7031,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,47.83,770.25,3916,6223,0.6292,0.7151,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,47.83,770.25,3529,6223,0.5670,0.6569,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,47.83,770.25,4398,6223,0.7067,0.7824,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,47.83,770.25,3860,6223,0.6202,0.7069,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,50.05,770.25,4006,6629,0.6043,0.7005,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,50.05,770.25,4209,6629,0.6349,0.7278,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,50.05,770.25,3746,6629,0.5651,0.6642,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,50.05,770.25,4567,6629,0.6889,0.7738,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,50.05,770.25,4024,6629,0.6070,0.7030,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,52.27,770.25,4335,7058,0.6141,0.7170,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,52.27,770.25,4456,7058,0.6313,0.7319,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,52.27,770.25,3981,7058,0.5640,0.6719,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,52.27,770.25,4985,7058,0.7062,0.7938,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,52.27,770.25,4269,7058,0.6048,0.7088,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,54.49,770.25,4563,7555,0.6039,0.7161,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,54.49,770.25,4540,7555,0.6009,0.7135,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,54.49,770.25,4219,7555,0.5584,0.6758,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,54.49,770.25,5173,7555,0.6847,0.7827,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,54.49,770.25,4490,7555,0.5943,0.7077,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,56.71,770.25,4803,8001,0.6003,0.7194,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,56.71,770.25,4943,8001,0.6178,0.7341,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,56.71,770.25,4522,8001,0.5651,0.6890,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,56.71,770.25,5481,8001,0.6850,0.7880,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,56.71,770.25,4676,8001,0.5844,0.7059,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,58.94,770.25,4974,8444,0.5890,0.7159,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,58.94,770.25,5205,8444,0.6164,0.7386,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,58.94,770.25,4792,8444,0.5675,0.6975,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,58.94,770.25,5749,8444,0.6808,0.7894,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,58.94,770.25,4810,8444,0.5696,0.6993,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,61.16,770.25,5153,8892,0.5795,0.7135,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,61.16,770.25,5519,8892,0.6207,0.7472,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,61.16,770.25,5016,8892,0.5641,0.7005,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,61.16,770.25,5855,8892,0.6585,0.7767,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,61.16,770.25,5032,8892,0.5659,0.7020,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,63.39,770.25,5373,9326,0.5761,0.7158,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,63.39,770.25,5773,9326,0.6190,0.7504,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,63.39,770.25,5254,9326,0.5634,0.7052,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,63.39,770.25,6282,9326,0.6736,0.7920,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,63.39,770.25,5092,9326,0.5460,0.6904,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,65.61,770.25,5558,9736,0.5709,0.7160,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,65.61,770.25,5937,9736,0.6098,0.7472,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,65.61,770.25,5514,9736,0.5664,0.7123,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,65.61,770.25,6464,9736,0.6639,0.7883,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,65.61,770.25,5298,9736,0.5442,0.6937,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,67.83,770.25,5728,10078,0.5684,0.7175,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,67.83,770.25,6159,10078,0.6111,0.7514,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,67.83,770.25,5823,10078,0.5778,0.7251,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,67.83,770.25,6587,10078,0.6536,0.7834,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,67.83,770.25,5417,10078,0.5375,0.6918,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,70.05,770.25,5847,10413,0.5615,0.7152,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,70.05,770.25,6416,10413,0.6161,0.7581,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,70.05,770.25,6046,10413,0.5806,0.7305,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,70.05,770.25,6831,10413,0.6560,0.7877,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,70.05,770.25,5494,10413,0.5276,0.6870,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,72.27,770.25,6004,10730,0.5595,0.7166,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,72.27,770.25,6613,10730,0.6163,0.7608,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,72.27,770.25,6232,10730,0.5808,0.7335,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,72.27,770.25,7093,10730,0.6610,0.7936,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,72.27,770.25,5588,10730,0.5207,0.6845,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,74.50,770.25,6064,10991,0.5517,0.7127,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,74.50,770.25,6781,10991,0.6169,0.7633,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,74.50,770.25,6441,10991,0.5860,0.7398,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,74.50,770.25,7315,10991,0.6655,0.7985,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,74.50,770.25,5595,10991,0.5090,0.6771,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,76.75,770.25,6208,11262,0.5512,0.7147,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,76.75,770.25,7050,11262,0.6260,0.7720,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,76.75,770.25,6709,11262,0.5957,0.7494,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,76.75,770.25,7584,11262,0.6734,0.8057,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,76.75,770.25,5670,11262,0.5034,0.6750,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,78.98,770.25,6419,11518,0.5573,0.7217,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,78.98,770.25,7334,11518,0.6367,0.7815,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,78.98,770.25,6984,11518,0.6063,0.7594,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,78.98,770.25,7790,11518,0.6763,0.8093,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,78.98,770.25,5788,11518,0.5025,0.6767,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,81.20,770.25,6379,11766,0.5421,0.7117,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,81.20,770.25,7527,11766,0.6397,0.7853,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,81.20,770.25,7161,11766,0.6086,0.7628,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,81.20,770.25,8089,11766,0.6875,0.8182,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,81.20,770.25,5924,11766,0.5035,0.6798,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,83.42,770.25,6693,12031,0.5563,0.7250,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,83.42,770.25,7902,12031,0.6568,0.7988,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,83.42,770.25,7514,12031,0.6245,0.7761,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,83.42,770.25,8449,12031,0.7022,0.8294,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,83.42,770.25,5975,12031,0.4966,0.6764,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,85.64,770.25,6750,12287,0.5493,0.7216,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,85.64,770.25,8215,12287,0.6686,0.8083,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,85.64,770.25,7792,12287,0.6342,0.7845,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,85.64,770.25,8351,12287,0.6796,0.8157,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,85.64,770.25,6110,12287,0.4973,0.6792,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,87.86,770.25,6744,12543,0.5377,0.7143,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,87.86,770.25,8586,12543,0.6845,0.8203,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,87.86,770.25,8142,12543,0.6491,0.7964,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,87.86,770.25,8745,12543,0.6972,0.8286,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,87.86,770.25,6107,12543,0.4869,0.6725,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,3.21,770.25,1032,904,1.1408,2.5289,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,3.21,770.25,959,904,1.0601,1.5722,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,5.44,770.25,1166,1012,1.1513,1.8576,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,5.44,770.25,1064,1012,1.0506,1.2663,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,7.66,770.25,1271,1090,1.1661,1.7178,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,7.66,770.25,1146,1090,1.0514,1.2104,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,10.06,770.25,1409,1218,1.1563,1.4910,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,10.06,770.25,1270,1218,1.0423,1.1291,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,12.28,770.25,1555,1358,1.1450,1.3598,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,12.28,770.25,1407,1358,1.0360,1.0883,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,14.50,770.25,1774,1497,1.1848,1.3870,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,14.50,770.25,1616,1497,1.0793,1.1657,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,16.73,770.25,1960,1664,1.1775,1.3167,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,16.73,770.25,1808,1664,1.0862,1.1544,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,18.95,770.25,2144,1832,1.1700,1.2675,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,18.95,770.25,1984,1832,1.0827,1.1312,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,21.17,770.25,2348,2008,1.1691,1.2393,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,21.17,770.25,2183,2008,1.0869,1.1243,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,23.39,770.25,2589,2244,1.1535,1.1939,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,23.39,770.25,2373,2244,1.0573,1.0735,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,25.62,770.25,2930,2514,1.1651,1.1872,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,25.62,770.25,2646,2514,1.0521,1.0604,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,27.84,770.25,3254,2833,1.1483,1.1527,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,27.84,770.25,2988,2833,1.0544,1.0572,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,30.06,770.25,3607,3106,1.1613,1.1543,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,30.06,770.25,3282,3106,1.0566,1.0555,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,32.28,770.25,3910,3392,1.1524,1.1371,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,32.28,770.25,3570,3392,1.0522,1.0481,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,34.50,770.25,4234,3712,1.1406,1.1194,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,34.50,770.25,3927,3712,1.0579,1.0503,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,36.73,770.25,4690,4086,1.1478,1.1179,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,36.73,770.25,4280,4086,1.0474,1.0389,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,38.95,770.25,5169,4543,1.1376,1.1033,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,38.95,770.25,4751,4543,1.0456,1.0351,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,41.17,770.25,5659,5010,1.1294,1.0921,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,41.17,770.25,5245,5010,1.0468,1.0341,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,43.39,770.25,6060,5404,1.1213,1.0832,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,43.39,770.25,5671,5404,1.0493,1.0346,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,45.61,770.25,6502,5813,1.1185,1.0783,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,45.61,770.25,6086,5813,1.0470,1.0317,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,47.83,770.25,7073,6223,1.1365,1.0867,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,47.83,770.25,6549,6223,1.0523,1.0341,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,50.05,770.25,7518,6629,1.1340,1.0827,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,50.05,770.25,6969,6629,1.0512,1.0324,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,52.27,770.25,7964,7058,1.1282,1.0769,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,52.27,770.25,7444,7058,1.0546,1.0335,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,54.49,770.25,8532,7555,1.1292,1.0752,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,54.49,770.25,7961,7555,1.0537,1.0320,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,56.71,770.25,8998,8001,1.1245,1.0707,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,56.71,770.25,8411,8001,1.0512,1.0298,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,58.94,770.25,9559,8444,1.1320,1.0731,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,58.94,770.25,8916,8444,1.0559,1.0317,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,61.16,770.25,10005,8892,1.1252,1.0680,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,61.16,770.25,9338,8892,1.0502,1.0279,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,63.39,770.25,10547,9326,1.1309,1.0696,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,63.39,770.25,9741,9326,1.0445,1.0243,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,65.61,770.25,10972,9736,1.1270,1.0664,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,65.61,770.25,10169,9736,1.0445,1.0239,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,67.83,770.25,11239,10078,1.1152,1.0596,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,67.83,770.25,10582,10078,1.0500,1.0265,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,70.05,770.25,11728,10413,1.1262,1.0643,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,70.05,770.25,10871,10413,1.0439,1.0230,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,72.27,770.25,11944,10730,1.1130,1.0572,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,72.27,770.25,11235,10730,1.0470,1.0243,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,74.50,770.25,12220,10991,1.1118,1.0560,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,74.50,770.25,11557,10991,1.0514,1.0263,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,76.75,770.25,12498,11262,1.1097,1.0545,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,76.75,770.25,11852,11262,1.0523,1.0265,MN20160304_L02,N15
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,78.98,770.25,12844,11518,1.1151,1.0566,MN20160304_L02,L17
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,78.98,770.25,12244,11518,1.0630,1.0316,MN20160304_L02,N15
