Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Time Point (hr),Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Relative Cell Count,Mean Normalized Growth Rate Inhibition Value
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,14.20,56.33,634,634,1.0034,0.7304
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,15.90,56.33,716,726,0.9905,0.7834
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,17.60,56.33,830,868,0.9594,0.7925
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,19.30,56.33,991,1090,0.9282,0.8196
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,21.00,56.33,1110,1286,0.8799,0.8101
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,22.80,56.33,1245,1460,0.8638,0.8186
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,24.50,56.33,1360,1615,0.8502,0.8310
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,26.20,56.33,1484,1764,0.8485,0.8333
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,27.90,56.33,1591,1907,0.8426,0.8386
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,29.60,56.33,1721,2050,0.8455,0.8462
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,31.30,56.33,1878,2241,0.8445,0.8503
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,33.00,56.33,2063,2479,0.8386,0.8611
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,34.70,56.33,2262,2720,0.8378,0.8663
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,36.40,56.33,2466,2958,0.8402,0.8727
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,38.10,56.33,2646,3168,0.8411,0.8738
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,39.80,56.33,2868,3393,0.8505,0.8821
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,41.50,56.33,3048,3667,0.8376,0.8797
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,43.20,56.33,3248,3942,0.8291,0.8833
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,44.90,56.33,3518,4212,0.8388,0.8903
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,46.60,56.33,3795,4538,0.8411,0.8945
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,48.30,56.33,4062,4875,0.8386,0.8946
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,50.00,56.33,4330,5234,0.8308,0.8942
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,51.70,56.33,4595,5553,0.8314,0.8947
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,53.40,56.33,4855,5809,0.8397,0.8957
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,55.10,56.33,5123,6087,0.8457,0.9008
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,56.80,56.33,5369,6354,0.8520,0.9011
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,58.50,56.33,5608,6599,0.8586,0.9021
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,60.20,56.33,5860,6852,0.8664,0.9036
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,61.90,56.33,6081,7075,0.8721,0.9068
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,63.60,56.33,6346,7339,0.8767,0.9090
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,65.30,56.33,6598,7570,0.8842,0.9106
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,67.00,56.33,6769,7731,0.8908,0.9091
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,68.70,56.33,6964,7933,0.8930,0.9093
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,70.50,56.33,7130,7990,0.9106,0.9126
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,72.20,56.33,7314,8053,0.9262,0.9182
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,73.90,56.33,7363,8150,0.9228,0.9140
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,75.60,56.33,7434,7992,0.9440,0.9190
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,77.30,56.33,7499,8135,0.9407,0.9185
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,79.00,56.33,7596,8048,0.9595,0.9248
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,80.70,56.33,7588,7920,0.9750,0.9255
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,82.40,56.33,7629,7810,0.9913,0.9309
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,84.10,56.33,7608,7655,1.0037,0.9277
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,85.80,56.33,7480,7583,0.9958,0.9236
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,87.50,56.33,7304,7334,1.0002,0.9214
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,89.20,56.33,6976,7229,0.9671,0.9019
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,90.90,56.33,6890,7174,0.9617,0.8924
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,92.60,56.33,6780,7065,0.9597,0.8835
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,94.30,56.33,6677,6924,0.9640,0.8711
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,95.70,27.76,6364,6712,0.9481,0.8755
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,2.30,56.33,311,255,1.2362,0.6005
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,4.00,56.33,339,303,1.1236,0.5323
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,5.70,56.33,388,342,1.1361,0.5190
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,7.40,56.33,436,385,1.1367,0.5121
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,9.10,56.33,485,424,1.1466,0.5787
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,10.80,56.33,528,465,1.1393,0.6744
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,12.50,56.33,560,510,1.1013,0.7047
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,14.20,56.33,649,634,1.0306,0.8042
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,15.90,56.33,750,726,1.0398,0.8855
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,17.60,56.33,873,868,1.0096,0.9026
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,19.30,56.33,1029,1090,0.9666,0.8976
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,21.00,56.33,1160,1286,0.9244,0.8856
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,22.80,56.33,1350,1460,0.9446,0.9048
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,24.50,56.33,1487,1615,0.9372,0.9074
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,26.20,56.33,1639,1764,0.9465,0.9176
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,27.90,56.33,1781,1907,0.9533,0.9188
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,29.60,56.33,1897,2050,0.9443,0.9189
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,31.30,56.33,2032,2241,0.9248,0.9131
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,33.00,56.33,2216,2479,0.9132,0.9128
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,34.70,56.33,2426,2720,0.9121,0.9116
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,36.40,56.33,2633,2958,0.9098,0.9121
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,38.10,56.33,2845,3168,0.9154,0.9171
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,39.80,56.33,3051,3393,0.9151,0.9195
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,41.50,56.33,3263,3667,0.9071,0.9190
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,43.20,56.33,3484,3942,0.9001,0.9184
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,44.90,56.33,3726,4212,0.8981,0.9210
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,46.60,56.33,3963,4538,0.8898,0.9195
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,48.30,56.33,4270,4875,0.8931,0.9236
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,50.00,56.33,4532,5234,0.8797,0.9217
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,51.70,56.33,4813,5553,0.8802,0.9227
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,53.40,56.33,5135,5809,0.8972,0.9274
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,55.10,56.33,5393,6087,0.8995,0.9301
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,56.80,56.33,5669,6354,0.9107,0.9322
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,58.50,56.33,5933,6599,0.9205,0.9320
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,60.20,56.33,6153,6852,0.9226,0.9317
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,61.90,56.33,6438,7075,0.9361,0.9361
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,63.60,56.33,6656,7339,0.9327,0.9351
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,65.30,56.33,6862,7570,0.9322,0.9334
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,67.00,56.33,7068,7731,0.9445,0.9364
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,68.70,56.33,7299,7933,0.9497,0.9381
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,70.50,56.33,7491,7990,0.9708,0.9450
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,72.20,56.33,7599,8053,0.9778,0.9428
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,73.90,56.33,7770,8150,0.9880,0.9459
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,75.60,56.33,7888,7992,1.0137,0.9528
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,77.30,56.33,8024,8135,1.0179,0.9526
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,79.00,56.33,8119,8048,1.0360,0.9536
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,80.70,56.33,8223,7920,1.0634,0.9638
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,82.40,56.33,8288,7810,1.0807,0.9697
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,84.10,56.33,8345,7655,1.1028,0.9756
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,85.80,56.33,8407,7583,1.1190,0.9794
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,87.50,56.33,8446,7334,1.1568,0.9877
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,89.20,56.33,8458,7229,1.1729,0.9876
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,90.90,56.33,8440,7174,1.1784,0.9903
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,92.60,56.33,8099,7065,1.1468,0.9775
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,94.30,56.33,7952,6924,1.1480,0.9741
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,95.70,27.76,7093,6712,1.0567,0.9927
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,2.30,56.33,308,255,1.2261,0.6184
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,4.00,56.33,336,303,1.1138,0.5419
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,5.70,56.33,379,342,1.1125,0.5211
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,7.40,56.33,424,385,1.1055,0.5036
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,9.10,56.33,466,424,1.1019,0.5538
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,10.80,56.33,496,465,1.0704,0.5353
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,12.50,56.33,539,510,1.0601,0.6165
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,14.20,56.33,637,634,1.0106,0.7311
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,15.90,56.33,732,726,1.0146,0.7693
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,17.60,56.33,839,868,0.9697,0.7697
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,19.30,56.33,970,1090,0.9095,0.7705
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,21.00,56.33,1072,1286,0.8502,0.7782
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,22.80,56.33,1156,1460,0.8011,0.7735
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,24.50,56.33,1271,1615,0.7951,0.7814
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,26.20,56.33,1374,1764,0.7871,0.7838
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,27.90,56.33,1473,1907,0.7821,0.7926
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,29.60,56.33,1587,2050,0.7821,0.7985
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,31.30,56.33,1703,2241,0.7675,0.8041
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,33.00,56.33,1862,2479,0.7591,0.8095
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,34.70,56.33,2032,2720,0.7558,0.8190
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,36.40,56.33,2209,2958,0.7548,0.8277
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,38.10,56.33,2367,3168,0.7540,0.8327
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,39.80,56.33,2560,3393,0.7603,0.8413
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,41.50,56.33,2744,3667,0.7555,0.8445
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,43.20,56.33,2930,3942,0.7496,0.8447
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,44.90,56.33,3122,4212,0.7463,0.8477
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,46.60,56.33,3323,4538,0.7387,0.8461
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,48.30,56.33,3581,4875,0.7409,0.8535
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,50.00,56.33,3832,5234,0.7367,0.8565
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,51.70,56.33,4048,5553,0.7332,0.8564
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,53.40,56.33,4320,5809,0.7477,0.8623
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,55.10,56.33,4572,6087,0.7556,0.8713
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,56.80,56.33,4770,6354,0.7576,0.8719
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,58.50,56.33,4988,6599,0.7644,0.8749
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,60.20,56.33,5177,6852,0.7661,0.8753
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,61.90,56.33,5448,7075,0.7818,0.8830
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,63.60,56.33,5652,7339,0.7808,0.8835
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,65.30,56.33,5814,7570,0.7787,0.8830
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,67.00,56.33,6061,7731,0.7971,0.8894
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,68.70,56.33,6267,7933,0.8030,0.8940
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,70.50,56.33,6387,7990,0.8141,0.8945
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,72.20,56.33,6537,8053,0.8276,0.8986
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,73.90,56.33,6660,8150,0.8333,0.9012
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,75.60,56.33,6728,7992,0.8530,0.9067
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,77.30,56.33,6831,8135,0.8527,0.9067
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,79.00,56.33,6810,8048,0.8553,0.9059
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,80.70,56.33,6783,7920,0.8624,0.9108
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,82.40,56.33,6764,7810,0.8685,0.9101
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,84.10,56.33,6660,7655,0.8681,0.9055
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,85.80,56.33,6499,7583,0.8529,0.8876
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,87.50,56.33,6397,7334,0.8681,0.8747
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,89.20,56.33,6312,7229,0.8697,0.8607
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,90.90,56.33,6043,7174,0.8402,0.8269
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,92.60,56.33,5919,7065,0.8365,0.8166
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,94.30,56.33,5627,6924,0.8124,0.7796
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,95.70,27.76,5293,6712,0.7886,0.7652
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,2.30,56.33,310,255,1.2370,0.5705
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,4.00,56.33,345,303,1.1476,0.5035
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,5.70,56.33,380,342,1.1127,0.4781
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,7.40,56.33,421,385,1.0970,0.4498
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,9.10,56.33,467,424,1.1060,0.4858
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,10.80,56.33,510,465,1.1012,0.5509
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,12.50,56.33,558,510,1.0989,0.6117
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,14.20,56.33,604,634,0.9599,0.5970
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,15.90,56.33,685,726,0.9542,0.6225
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,17.60,56.33,757,868,0.8782,0.6242
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,19.30,56.33,833,1090,0.7970,0.6142
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,21.00,56.33,899,1286,0.7280,0.5981
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,22.80,56.33,1000,1460,0.7061,0.6214
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,24.50,56.33,1097,1615,0.6980,0.6319
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,26.20,56.33,1182,1764,0.6872,0.6397
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,27.90,56.33,1274,1907,0.6867,0.6633
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,29.60,56.33,1359,2050,0.6797,0.6732
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,31.30,56.33,1457,2241,0.6670,0.6841
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,33.00,56.33,1572,2479,0.6519,0.6961
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,34.70,56.33,1698,2720,0.6411,0.7049
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,36.40,56.33,1860,2958,0.6460,0.7183
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,38.10,56.33,2036,3168,0.6579,0.7375
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,39.80,56.33,2185,3393,0.6578,0.7464
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,41.50,56.33,2365,3667,0.6608,0.7507
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,43.20,56.33,2511,3942,0.6518,0.7523
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,44.90,56.33,2677,4212,0.6483,0.7553
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,46.60,56.33,2834,4538,0.6395,0.7614
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,48.30,56.33,3044,4875,0.6396,0.7660
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,50.00,56.33,3213,5234,0.6257,0.7670
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,51.70,56.33,3434,5553,0.6299,0.7733
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,53.40,56.33,3637,5809,0.6373,0.7774
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,55.10,56.33,3828,6087,0.6404,0.7829
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,56.80,56.33,4001,6354,0.6456,0.7809
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,58.50,56.33,4210,6599,0.6564,0.7880
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,60.20,56.33,4384,6852,0.6610,0.7878
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,61.90,56.33,4579,7075,0.6710,0.7906
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,63.60,56.33,4755,7339,0.6709,0.7895
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,65.30,56.33,4890,7570,0.6694,0.7876
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,67.00,56.33,5024,7731,0.6773,0.7891
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,68.70,56.33,5174,7933,0.6795,0.7921
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,70.50,56.33,5276,7990,0.6900,0.7927
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,72.20,56.33,5411,8053,0.7030,0.7952
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,73.90,56.33,5510,8150,0.7079,0.7950
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,75.60,56.33,5611,7992,0.7272,0.8046
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,77.30,56.33,5730,8135,0.7338,0.8075
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,79.00,56.33,5822,8048,0.7492,0.8130
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,80.70,56.33,5893,7920,0.7690,0.8158
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,82.40,56.33,5875,7810,0.7719,0.8099
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,84.10,56.33,5997,7655,0.7971,0.8204
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,85.80,56.33,6087,7583,0.8149,0.8319
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,87.50,56.33,6071,7334,0.8343,0.8328
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,89.20,56.33,6027,7229,0.8377,0.8304
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,90.90,56.33,6059,7174,0.8478,0.8364
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,92.60,56.33,6122,7065,0.8689,0.8383
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,94.30,56.33,6117,6924,0.8841,0.8414
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,95.70,27.76,6428,6712,0.9576,0.9174
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,2.30,56.33,296,255,1.1682,0.5962
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,4.00,56.33,326,303,1.0756,0.5184
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,5.70,56.33,365,342,1.0628,0.5151
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,7.40,56.33,405,385,1.0507,0.4951
