Small Molecule HMS LINCS ID,Small Molecule Name,Cell Line HMS LINCS ID,Cell Line Name,Drug Concentration,Conc Unit,Time Point,Time Point Unit,Total Number of Cells (Nuclei),Number of Apoptotic Cells,Relative Viability,Mean Relative Viability,Apoptosis Fraction,Mean Apoptosis Fraction,Replicate
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0032,uM,48,hr,3636,55,1.1087,1.0423,0.0151,0.0158,3
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0032,uM,48,hr,3603,62,1.0963,1.0423,0.0172,0.0158,4
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0032,uM,72,hr,3641,39,1.5004,1.2790,0.0107,0.0184,1
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0032,uM,72,hr,3166,52,1.2971,1.2790,0.0164,0.0184,2
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0032,uM,72,hr,3209,78,1.3042,1.2790,0.0243,0.0184,3
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0032,uM,72,hr,2490,55,1.0143,1.2790,0.0221,0.0184,4
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0100,uM,24,hr,1498,19,1.1205,1.0212,0.0127,0.0082,1
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0100,uM,24,hr,1491,14,1.1189,1.0212,0.0094,0.0082,2
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0100,uM,24,hr,1137,7,0.8561,1.0212,0.0062,0.0082,3
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0100,uM,24,hr,1312,6,0.9894,1.0212,0.0046,0.0082,4
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0100,uM,48,hr,2773,36,0.8474,0.9895,0.0130,0.0193,1
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0100,uM,48,hr,2903,52,0.8827,0.9895,0.0179,0.0193,2
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0100,uM,48,hr,3712,79,1.1248,0.9895,0.0213,0.0193,3
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0100,uM,48,hr,3655,91,1.1034,0.9895,0.0249,0.0193,4
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0100,uM,72,hr,3020,41,1.2409,1.1567,0.0136,0.0171,1
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0100,uM,72,hr,3212,41,1.3209,1.1567,0.0128,0.0171,2
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0100,uM,72,hr,2813,53,1.1497,1.1567,0.0188,0.0171,3
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0100,uM,72,hr,2249,52,0.9152,1.1567,0.0231,0.0171,4
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0316,uM,24,hr,1677,19,1.2561,1.1367,0.0113,0.0100,1
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0316,uM,24,hr,1662,5,1.2553,1.1367,0.0030,0.0100,2
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0316,uM,24,hr,1363,17,1.0197,1.1367,0.0125,0.0100,3
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0316,uM,24,hr,1359,18,1.0159,1.1367,0.0132,0.0100,4
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0316,uM,48,hr,3849,36,1.1805,1.0185,0.0094,0.0130,1
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0316,uM,48,hr,3057,21,0.9399,1.0185,0.0069,0.0130,2
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0316,uM,48,hr,3070,47,0.9359,1.0185,0.0153,0.0130,3
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0316,uM,48,hr,3355,68,1.0176,1.0185,0.0203,0.0130,4
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0316,uM,72,hr,2971,41,1.2205,1.0713,0.0138,0.0142,1
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0316,uM,72,hr,2318,24,0.9556,1.0713,0.0104,0.0142,2
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0316,uM,72,hr,2934,52,1.2005,1.0713,0.0177,0.0142,3
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.0316,uM,72,hr,2214,33,0.9085,1.0713,0.0149,0.0142,4
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.1000,uM,24,hr,1717,6,1.2962,1.1936,0.0035,0.0050,1
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.1000,uM,24,hr,1607,4,1.2144,1.1936,0.0025,0.0050,2
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.1000,uM,24,hr,1560,9,1.1750,1.1936,0.0058,0.0050,3
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.1000,uM,24,hr,1449,12,1.0886,1.1936,0.0083,0.0050,4
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.1000,uM,48,hr,3655,25,1.1238,1.0946,0.0068,0.0113,1
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.1000,uM,48,hr,3445,36,1.0554,1.0946,0.0105,0.0113,2
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.1000,uM,48,hr,3510,48,1.0718,1.0946,0.0137,0.0113,3
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.1000,uM,48,hr,3694,53,1.1272,1.0946,0.0143,0.0113,4
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.1000,uM,72,hr,1562,24,0.6407,0.6612,0.0154,0.0198,1
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.1000,uM,72,hr,1535,30,0.6269,0.6612,0.0195,0.0198,2
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.1000,uM,72,hr,1734,38,0.7065,0.6612,0.0219,0.0198,3
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.1000,uM,72,hr,1647,37,0.6707,0.6612,0.0225,0.0198,4
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.3160,uM,24,hr,1607,21,1.2015,1.1278,0.0131,0.0092,1
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.3160,uM,24,hr,1604,15,1.2038,1.1278,0.0094,0.0092,2
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.3160,uM,24,hr,1411,8,1.0629,1.1278,0.0057,0.0092,3
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.3160,uM,24,hr,1389,12,1.0432,1.1278,0.0086,0.0092,4
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.3160,uM,48,hr,2900,79,0.8734,0.9313,0.0272,0.0205,1
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.3160,uM,48,hr,3026,56,0.9195,0.9313,0.0185,0.0205,2
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.3160,uM,48,hr,3327,51,1.0142,0.9313,0.0153,0.0205,3
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.3160,uM,48,hr,3028,63,0.9180,0.9313,0.0208,0.0205,4
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.3160,uM,72,hr,1286,57,0.5119,0.5036,0.0443,0.0439,1
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.3160,uM,72,hr,1013,53,0.3999,0.5036,0.0523,0.0439,2
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.3160,uM,72,hr,1616,51,0.6519,0.5036,0.0316,0.0439,3
10049-101-1,PLX-4720,51006-1,MZ7-mel,0.3160,uM,72,hr,1136,54,0.4507,0.5036,0.0475,0.0439,4
10049-101-1,PLX-4720,51006-1,MZ7-mel,1.0000,uM,24,hr,1474,25,1.0977,0.9557,0.0170,0.0127,1
10049-101-1,PLX-4720,51006-1,MZ7-mel,1.0000,uM,24,hr,1631,28,1.2144,0.9557,0.0172,0.0127,2
10049-101-1,PLX-4720,51006-1,MZ7-mel,1.0000,uM,24,hr,963,3,0.7273,0.9557,0.0031,0.0127,3
10049-101-1,PLX-4720,51006-1,MZ7-mel,1.0000,uM,24,hr,1048,14,0.7833,0.9557,0.0134,0.0127,4
10049-101-1,PLX-4720,51006-1,MZ7-mel,1.0000,uM,48,hr,2344,64,0.7059,0.6084,0.0273,0.0277,1
10049-101-1,PLX-4720,51006-1,MZ7-mel,1.0000,uM,48,hr,2028,48,0.6130,0.6084,0.0237,0.0277,2
10049-101-1,PLX-4720,51006-1,MZ7-mel,1.0000,uM,48,hr,1851,43,0.5598,0.6084,0.0232,0.0277,3
10049-101-1,PLX-4720,51006-1,MZ7-mel,1.0000,uM,48,hr,1861,68,0.5551,0.6084,0.0365,0.0277,4
10049-101-1,PLX-4720,51006-1,MZ7-mel,1.0000,uM,72,hr,916,82,0.3474,0.3821,0.0895,0.1052,1
10049-101-1,PLX-4720,51006-1,MZ7-mel,1.0000,uM,72,hr,841,130,0.2962,0.3821,0.1546,0.1052,2
10049-101-1,PLX-4720,51006-1,MZ7-mel,1.0000,uM,72,hr,1358,121,0.5153,0.3821,0.0891,0.1052,3
10049-101-1,PLX-4720,51006-1,MZ7-mel,1.0000,uM,72,hr,972,85,0.3695,0.3821,0.0874,0.1052,4
10049-101-1,PLX-4720,51006-1,MZ7-mel,3.1600,uM,24,hr,1193,44,0.8705,0.7951,0.0369,0.0325,1
10049-101-1,PLX-4720,51006-1,MZ7-mel,3.1600,uM,24,hr,1193,28,0.8826,0.7951,0.0235,0.0325,2
10049-101-1,PLX-4720,51006-1,MZ7-mel,3.1600,uM,24,hr,857,36,0.6220,0.7951,0.0420,0.0325,3
10049-101-1,PLX-4720,51006-1,MZ7-mel,3.1600,uM,24,hr,1093,30,0.8053,0.7951,0.0274,0.0325,4
10049-101-1,PLX-4720,51006-1,MZ7-mel,3.1600,uM,48,hr,1655,70,0.4907,0.4803,0.0423,0.0483,1
10049-101-1,PLX-4720,51006-1,MZ7-mel,3.1600,uM,48,hr,1663,69,0.4935,0.4803,0.0415,0.0483,2
10049-101-1,PLX-4720,51006-1,MZ7-mel,3.1600,uM,48,hr,1612,84,0.4731,0.4803,0.0521,0.0483,3
10049-101-1,PLX-4720,51006-1,MZ7-mel,3.1600,uM,48,hr,1589,91,0.4638,0.4803,0.0573,0.0483,4
10049-101-1,PLX-4720,51006-1,MZ7-mel,3.1600,uM,72,hr,977,184,0.3303,0.3290,0.1883,0.1506,1
10049-101-1,PLX-4720,51006-1,MZ7-mel,3.1600,uM,72,hr,721,72,0.2703,0.3290,0.0999,0.1506,2
10049-101-1,PLX-4720,51006-1,MZ7-mel,3.1600,uM,72,hr,1016,159,0.3570,0.3290,0.1565,0.1506,3
10049-101-1,PLX-4720,51006-1,MZ7-mel,3.1600,uM,72,hr,1021,161,0.3582,0.3290,0.1577,0.1506,4
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0032,uM,24,hr,1402,13,1.0523,1.0250,0.0093,0.0132,1
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0032,uM,24,hr,1453,25,1.0818,1.0250,0.0172,0.0132,2
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0032,uM,24,hr,1288,9,0.9689,1.0250,0.0070,0.0132,3
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0032,uM,24,hr,1342,26,0.9970,1.0250,0.0194,0.0132,4
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0032,uM,48,hr,2788,34,0.8526,1.0337,0.0122,0.0137,1
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0032,uM,48,hr,3199,62,0.9712,1.0337,0.0194,0.0137,2
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0032,uM,48,hr,3561,39,1.0904,1.0337,0.0110,0.0137,3
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0032,uM,48,hr,3992,49,1.2207,1.0337,0.0123,0.0137,4
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0032,uM,72,hr,3322,53,1.3617,1.2038,0.0160,0.0208,1
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0032,uM,72,hr,3056,36,1.2580,1.2038,0.0118,0.0208,2
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0032,uM,72,hr,2708,71,1.0984,1.2038,0.0262,0.0208,3
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0032,uM,72,hr,2713,79,1.0972,1.2038,0.0291,0.0208,4
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0100,uM,24,hr,1600,25,1.1932,1.0178,0.0156,0.0129,1
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0100,uM,24,hr,1519,17,1.1379,1.0178,0.0112,0.0129,2
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0100,uM,24,hr,1280,16,0.9576,1.0178,0.0125,0.0129,3
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0100,uM,24,hr,1046,13,0.7826,1.0178,0.0124,0.0129,4
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0100,uM,48,hr,3353,71,1.0161,1.0431,0.0212,0.0171,1
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0100,uM,48,hr,2925,57,0.8879,1.0431,0.0195,0.0171,2
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0100,uM,48,hr,3741,47,1.1436,1.0431,0.0126,0.0171,3
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0100,uM,48,hr,3689,56,1.1248,1.0431,0.0152,0.0171,4
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0100,uM,72,hr,2767,35,1.1380,1.1122,0.0126,0.0145,1
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0100,uM,72,hr,3098,38,1.2747,1.1122,0.0123,0.0145,2
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0100,uM,72,hr,2577,49,1.0530,1.1122,0.0190,0.0145,3
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0100,uM,72,hr,2394,34,0.9831,1.1122,0.0142,0.0145,4
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0316,uM,24,hr,1659,10,1.2492,1.0498,0.0060,0.0104,1
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0316,uM,24,hr,1623,5,1.2258,1.0498,0.0031,0.0104,2
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0316,uM,24,hr,1038,11,0.7780,1.0498,0.0106,0.0104,3
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0316,uM,24,hr,1277,28,0.9462,1.0498,0.0219,0.0104,4
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0316,uM,48,hr,3492,62,1.0619,1.0012,0.0178,0.0173,1
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0316,uM,48,hr,3106,55,0.9446,1.0012,0.0177,0.0173,2
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0316,uM,48,hr,3067,53,0.9331,1.0012,0.0173,0.0173,3
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0316,uM,48,hr,3497,57,1.0650,1.0012,0.0163,0.0173,4
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0316,uM,72,hr,1594,51,0.6427,0.5863,0.0320,0.0428,1
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0316,uM,72,hr,1711,64,0.6861,0.5863,0.0374,0.0428,2
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0316,uM,72,hr,1278,61,0.5069,0.5863,0.0477,0.0428,3
10050-101-1,AZ-628,51006-1,MZ7-mel,0.0316,uM,72,hr,1293,70,0.5094,0.5863,0.0541,0.0428,4
10050-101-1,AZ-628,51006-1,MZ7-mel,0.1000,uM,24,hr,1651,3,1.2485,1.1884,0.0018,0.0081,1
10050-101-1,AZ-628,51006-1,MZ7-mel,0.1000,uM,24,hr,1742,15,1.3083,1.1884,0.0086,0.0081,2
10050-101-1,AZ-628,51006-1,MZ7-mel,0.1000,uM,24,hr,1334,12,1.0015,1.1884,0.0090,0.0081,3
10050-101-1,AZ-628,51006-1,MZ7-mel,0.1000,uM,24,hr,1599,21,1.1955,1.1884,0.0131,0.0081,4
10050-101-1,AZ-628,51006-1,MZ7-mel,0.1000,uM,48,hr,2284,58,0.6892,0.7255,0.0254,0.0263,1
10050-101-1,AZ-628,51006-1,MZ7-mel,0.1000,uM,48,hr,2523,53,0.7647,0.7255,0.0210,0.0263,2
10050-101-1,AZ-628,51006-1,MZ7-mel,0.1000,uM,48,hr,2418,58,0.7306,0.7255,0.0240,0.0263,3
10050-101-1,AZ-628,51006-1,MZ7-mel,0.1000,uM,48,hr,2402,84,0.7176,0.7255,0.0350,0.0263,4
10050-101-1,AZ-628,51006-1,MZ7-mel,0.1000,uM,72,hr,882,127,0.3145,0.3362,0.1440,0.1557,1
10050-101-1,AZ-628,51006-1,MZ7-mel,0.1000,uM,72,hr,927,142,0.3270,0.3362,0.1532,0.1557,2
10050-101-1,AZ-628,51006-1,MZ7-mel,0.1000,uM,72,hr,1029,159,0.3624,0.3362,0.1545,0.1557,3
10050-101-1,AZ-628,51006-1,MZ7-mel,0.1000,uM,72,hr,987,169,0.3407,0.3362,0.1712,0.1557,4
10050-101-1,AZ-628,51006-1,MZ7-mel,0.3160,uM,24,hr,1687,45,1.2439,1.1239,0.0267,0.0204,1
10050-101-1,AZ-628,51006-1,MZ7-mel,0.3160,uM,24,hr,1619,37,1.1985,1.1239,0.0229,0.0204,2
10050-101-1,AZ-628,51006-1,MZ7-mel,0.3160,uM,24,hr,1403,22,1.0462,1.1239,0.0157,0.0204,3
10050-101-1,AZ-628,51006-1,MZ7-mel,0.3160,uM,24,hr,1351,22,1.0068,1.1239,0.0163,0.0204,4
10050-101-1,AZ-628,51006-1,MZ7-mel,0.3160,uM,48,hr,1789,70,0.5322,0.5485,0.0391,0.0421,1
10050-101-1,AZ-628,51006-1,MZ7-mel,0.3160,uM,48,hr,1668,64,0.4966,0.5485,0.0384,0.0421,2
10050-101-1,AZ-628,51006-1,MZ7-mel,0.3160,uM,48,hr,1899,73,0.5653,0.5485,0.0384,0.0421,3
10050-101-1,AZ-628,51006-1,MZ7-mel,0.3160,uM,48,hr,2045,107,0.6000,0.5485,0.0523,0.0421,4
10050-101-1,AZ-628,51006-1,MZ7-mel,0.3160,uM,72,hr,935,204,0.3045,0.3296,0.2182,0.2358,1
10050-101-1,AZ-628,51006-1,MZ7-mel,0.3160,uM,72,hr,995,251,0.3099,0.3296,0.2523,0.2358,2
10050-101-1,AZ-628,51006-1,MZ7-mel,0.3160,uM,72,hr,1126,236,0.3707,0.3296,0.2096,0.2358,3
10050-101-1,AZ-628,51006-1,MZ7-mel,0.3160,uM,72,hr,1086,286,0.3332,0.3296,0.2634,0.2358,4
10050-101-1,AZ-628,51006-1,MZ7-mel,1.0000,uM,24,hr,1388,38,1.0227,0.9449,0.0274,0.0320,1
10050-101-1,AZ-628,51006-1,MZ7-mel,1.0000,uM,24,hr,1323,29,0.9803,0.9449,0.0219,0.0320,2
10050-101-1,AZ-628,51006-1,MZ7-mel,1.0000,uM,24,hr,1276,30,0.9439,0.9449,0.0235,0.0320,3
10050-101-1,AZ-628,51006-1,MZ7-mel,1.0000,uM,24,hr,1163,64,0.8326,0.9449,0.0550,0.0320,4
10050-101-1,AZ-628,51006-1,MZ7-mel,1.0000,uM,48,hr,1658,93,0.4845,0.4351,0.0561,0.0561,1
10050-101-1,AZ-628,51006-1,MZ7-mel,1.0000,uM,48,hr,1485,83,0.4341,0.4351,0.0559,0.0561,2
10050-101-1,AZ-628,51006-1,MZ7-mel,1.0000,uM,48,hr,1516,96,0.4396,0.4351,0.0633,0.0561,3
10050-101-1,AZ-628,51006-1,MZ7-mel,1.0000,uM,48,hr,1299,64,0.3824,0.4351,0.0493,0.0561,4
10050-101-1,AZ-628,51006-1,MZ7-mel,1.0000,uM,72,hr,1007,255,0.3133,0.3558,0.2532,0.2647,1
10050-101-1,AZ-628,51006-1,MZ7-mel,1.0000,uM,72,hr,1012,239,0.3220,0.3558,0.2362,0.2647,2
10050-101-1,AZ-628,51006-1,MZ7-mel,1.0000,uM,72,hr,1187,351,0.3482,0.3558,0.2957,0.2647,3
10050-101-1,AZ-628,51006-1,MZ7-mel,1.0000,uM,72,hr,1454,398,0.4399,0.3558,0.2737,0.2647,4
10050-101-1,AZ-628,51006-1,MZ7-mel,3.1600,uM,24,hr,1432,53,1.0447,0.8782,0.0370,0.0453,1
10050-101-1,AZ-628,51006-1,MZ7-mel,3.1600,uM,24,hr,1372,56,0.9970,0.8782,0.0408,0.0453,2
10050-101-1,AZ-628,51006-1,MZ7-mel,3.1600,uM,24,hr,1171,53,0.8470,0.8782,0.0453,0.0453,3
10050-101-1,AZ-628,51006-1,MZ7-mel,3.1600,uM,24,hr,875,51,0.6242,0.8782,0.0583,0.0453,4
10050-101-1,AZ-628,51006-1,MZ7-mel,3.1600,uM,48,hr,1789,126,0.5149,0.4646,0.0704,0.0749,1
10050-101-1,AZ-628,51006-1,MZ7-mel,3.1600,uM,48,hr,1736,134,0.4960,0.4646,0.0772,0.0749,2
10050-101-1,AZ-628,51006-1,MZ7-mel,3.1600,uM,48,hr,1523,133,0.4303,0.4646,0.0873,0.0749,3
10050-101-1,AZ-628,51006-1,MZ7-mel,3.1600,uM,48,hr,1441,93,0.4173,0.4646,0.0645,0.0749,4
10050-101-1,AZ-628,51006-1,MZ7-mel,3.1600,uM,72,hr,993,281,0.2966,0.3266,0.2830,0.2930,1
10050-101-1,AZ-628,51006-1,MZ7-mel,3.1600,uM,72,hr,989,294,0.2895,0.3266,0.2973,0.2930,2
10050-101-1,AZ-628,51006-1,MZ7-mel,3.1600,uM,72,hr,1216,345,0.3628,0.3266,0.2837,0.2930,3
10050-101-1,AZ-628,51006-1,MZ7-mel,3.1600,uM,72,hr,1240,382,0.3574,0.3266,0.3081,0.2930,4
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0032,uM,24,hr,1511,12,1.1356,1.0295,0.0079,0.0105,1
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0032,uM,24,hr,1434,12,1.0773,1.0295,0.0084,0.0105,2
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0032,uM,24,hr,1137,13,0.8515,1.0295,0.0114,0.0105,3
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0032,uM,24,hr,1411,20,1.0538,1.0295,0.0142,0.0105,4
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0032,uM,48,hr,2797,46,0.8517,1.0113,0.0164,0.0200,1
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0032,uM,48,hr,3328,83,1.0046,1.0113,0.0249,0.0200,2
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0032,uM,48,hr,3632,76,1.1009,1.0113,0.0209,0.0200,3
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0032,uM,48,hr,3578,64,1.0879,1.0113,0.0179,0.0200,4
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0032,uM,72,hr,2353,42,0.9627,1.1401,0.0179,0.0201,1
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0032,uM,72,hr,3425,51,1.4054,1.1401,0.0149,0.0201,2
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0032,uM,72,hr,2780,70,1.1289,1.1401,0.0252,0.0201,3
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0032,uM,72,hr,2612,59,1.0635,1.1401,0.0226,0.0201,4
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0100,uM,24,hr,1667,30,1.2402,1.1333,0.0180,0.0133,1
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0100,uM,24,hr,1625,30,1.2083,1.1333,0.0185,0.0133,2
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0100,uM,24,hr,1345,12,1.0098,1.1333,0.0089,0.0133,3
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0100,uM,24,hr,1430,11,1.0750,1.1333,0.0077,0.0133,4
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0100,uM,48,hr,2921,21,0.8978,1.0123,0.0072,0.0157,1
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0100,uM,48,hr,3164,27,0.9712,1.0123,0.0085,0.0157,2
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0100,uM,48,hr,3599,105,1.0817,1.0123,0.0292,0.0157,3
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0100,uM,48,hr,3612,64,1.0984,1.0123,0.0177,0.0157,4
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0100,uM,72,hr,2735,43,1.1214,1.0587,0.0157,0.0173,1
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0100,uM,72,hr,2966,42,1.2180,1.0587,0.0142,0.0173,2
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0100,uM,72,hr,2177,49,0.8864,1.0587,0.0225,0.0173,3
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0100,uM,72,hr,2463,41,1.0089,1.0587,0.0166,0.0173,4
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0316,uM,24,hr,1686,32,1.2530,1.1074,0.0190,0.0129,1
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0316,uM,24,hr,1613,17,1.2091,1.1074,0.0105,0.0129,2
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0316,uM,24,hr,1369,16,1.0250,1.1074,0.0117,0.0129,3
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0316,uM,24,hr,1257,13,0.9424,1.1074,0.0103,0.0129,4
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0316,uM,48,hr,3464,24,1.0650,1.0395,0.0069,0.0142,1
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0316,uM,48,hr,2986,27,0.9161,1.0395,0.0090,0.0142,2
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0316,uM,48,hr,3554,79,1.0758,1.0395,0.0222,0.0142,3
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0316,uM,48,hr,3623,67,1.1009,1.0395,0.0185,0.0142,4
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0316,uM,72,hr,1675,49,0.6773,0.5802,0.0293,0.0366,1
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0316,uM,72,hr,1325,32,0.5386,0.5802,0.0242,0.0366,2
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0316,uM,72,hr,1371,73,0.5407,0.5802,0.0532,0.0366,3
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.0316,uM,72,hr,1410,56,0.5640,0.5802,0.0397,0.0366,4
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.1000,uM,24,hr,1500,18,1.1227,1.0706,0.0120,0.0130,1
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.1000,uM,24,hr,1477,15,1.1076,1.0706,0.0102,0.0130,2
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.1000,uM,24,hr,1341,18,1.0023,1.0706,0.0134,0.0130,3
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.1000,uM,24,hr,1409,23,1.0500,1.0706,0.0163,0.0130,4
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.1000,uM,48,hr,2607,53,0.7907,0.7966,0.0203,0.0195,1
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.1000,uM,48,hr,2541,40,0.7743,0.7966,0.0157,0.0195,2
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.1000,uM,48,hr,2682,56,0.8130,0.7966,0.0209,0.0195,3
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.1000,uM,48,hr,2667,56,0.8084,0.7966,0.0210,0.0195,4
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.1000,uM,72,hr,814,75,0.3078,0.3280,0.0921,0.1076,1
10056-101-1,Selumetinib,51006-1,MZ7-mel,0.1000,uM,72,hr,760,71,0.2870,0.3280,0.0934,0.1076,2
